0 155.5	0 188.451612903226	0 204.961538461538	0 317.943548387097	0 251.909090909091	0 497.208333333333	0 240.460144927536	0 232.333333333333	0 257.425	0 535.333333333333	0 483.486111111111	1 586.172413793103	0 566	0 300	0 624.636363636364	0 361.5	0 1083.93181818182	0 614.222222222222	0 796.470588235294	0 633.791666666667	0 300	0 368.578125	0 626.261363636364	0 608.568181818182	0 439.175	0 333.333333333333	0 376	0 300	0 572.75	0 637.40625	0 553.307692307692	0 534.5	0 957.232142857143	0 703.416666666667	0 242.666666666667	0 254.25	0 349	0 260.714285714286	0 331.357142857143	0 1089.09375	0 325.75	0 300	0 296.45	0 535.867647058824	0 448.4375	0 481.392857142857	0 596.416666666667	1 819.522727272727	0 300
0 132.125	0 175.25	0 185.25	0 272.516129032258	0 214.628787878788	0 448.725	0 205.481884057971	0 343.25	0 191.325	0 484.944444444444	0 413.941176470588	0 499.677777777778	0 574.5	0 300	0 549.636363636364	0 318.333333333333	0 834.090909090909	0 511.694444444444	0 688.823529411765	0 590.125	0 300	0 320.764705882353	0 604.045454545455	0 502.590909090909	0 378.9	0 275.166666666667	0 376	0 300	0 452.5625	0 558.819444444444	0 478.878205128205	0 464.019230769231	0 839.875	0 602.083333333333	0 206.458333333333	0 217.285714285714	0 287	0 226.607142857143	0 297.285714285714	0 977.84375	0 325.107142857143	0 300	0 251.05	0 427.544117647059	0 416.145833333333	0 403.904761904762	0 493.013888888889	0 718.818181818182	0 300
0 79.625	0 123.177419354839	0 133.557692307692	0 209.193548387097	0 190.482843137255	0 334.411111111111	0 144.152173913043	0 259	0 140.25	0 358.875	0 303.291666666667	0 397.446428571429	0 419.041666666667	0 300	0 380.1	0 222.616666666667	0 611.454545454545	0 400.972222222222	0 512.279411764706	0 466.78125	0 300	0 247.676470588235	0 429.886363636364	0 381.25	0 301.55	0 217.958333333333	0 264	0 300	0 375.3125	0 448.107638888889	0 383.192307692308	0 385.75	0 652.821428571429	0 437.222222222222	0 145.958333333333	0 161.761904761905	0 222.979166666667	0 176.982142857143	0 236.25	0 777.15625	0 312.602564102564	0 300	0 174.45	0 310.888888888889	0 339.368055555556	0 298.642857142857	0 372.59375	0 553.204545454545	0 300
0 64.625	0 93.1908602150538	0 108.307692307692	0 154.508064516129	0 132.44696969697	0 227.730555555556	0 94.2971014492754	0 166.5	0 84.325	0 235.5625	0 219.117647058824	0 282.125	0 294.75	0 300	0 243.775	0 151.116666666667	0 389.727272727273	0 273.833333333333	0 369.794117647059	0 343.59375	0 300	0 200.700980392157	0 311.227272727273	0 302.636363636364	0 226.075	0 164.583333333333	0 192	0 300	0 268.75	0 349.604166666667	0 308.173076923077	0 307.442307692308	0 505.928571428571	0 373.5	0 105.208333333333	0 157.321428571429	0 156.354166666667	0 142.714285714286	0 174.428571428571	0 601.71875	0 260.096153846154	0 300	0 123.35	0 218.058823529412	0 298.458333333333	0 216.5	0 268.520833333333	0 397.613636363636	0 300
0 32.625	0 52.9916666666667	0 65.5769230769231	0 103.575	0 84.8939393939394	0 144.972222222222	0 65.9963768115942	0 130.25	0 48.475	0 151.15625	0 144.763888888889	0 183.395833333333	0 191	0 300	0 173.2	0 98.9	0 218.363636363636	0 187.111111111111	0 265.323529411765	0 220.125	0 300	0 123.558823529412	0 245.253787878788	0 210.727272727273	0 158.375	0 118.833333333333	0 148	0 300	0 157.1875	0 239.361111111111	0 214.615384615385	0 252.737179487179	0 391.785714285714	0 234.166666666667	0 74.0833333333333	0 73.5714285714286	0 116.708333333333	0 107.982142857143	0 197.071428571429	0 461.78125	0 170.089743589744	0 300	0 82.8	0 146.485294117647	0 154.75	0 146.297619047619	0 195.083333333333	0 277.522727272727	0 300
0 12.5	0 22.0806451612903	0 36.1538461538462	0 59.9865591397849	0 51.6041666666667	0 79.9	0 36.4492753623188	0 75.25	0 22.7	0 81.875	0 90.3888888888889	2 108.151785714286	0 97.3333333333333	0 300	0 93	0 49.7833333333333	0 113.909090909091	0 111.694444444444	0 142.529411764706	0 107.125	0 300	0 73.9166666666667	0 170.204545454545	0 140.340909090909	0 102.075	0 73	0 88	0 300	0 110.5	0 160.322916666667	0 143.384615384615	0 181.865384615385	0 245.767857142857	0 150.333333333333	0 40	0 46.1428571428571	0 81.5	0 100.464285714286	0 152	0 290	0 112.019230769231	0 300	0 41.9	0 89.0588235294118	0 124.770833333333	0 84.9404761904762	0 116.291666666667	0 154.909090909091	0 300
0 8.5	0 11.4301075268817	0 20.4615384615385	0 36.6612903225806	0 33.3671875	0 47.1583333333333	0 20.3260869565217	0 50.5	0 10.7	0 41.46875	0 56.1111111111111	0 60.8571428571429	0 52.8333333333333	0 300	0 58.5	0 28.2666666666667	0 61	0 58.3333333333333	0 86.75	0 61.25	0 300	0 43.75	0 260.011363636364	0 78.4772727272727	0 58.1818181818182	0 98.5	0 41	0 300	0 59	0 94.8333333333333	0 87.7692307692308	0 126.230769230769	0 165.642857142857	0 71.3333333333333	0 25.1666666666667	0 25.25	0 43	0 55.2142857142857	0 87.9642857142857	0 190.3125	0 74.1153846153846	0 300	0 30	0 43.2222222222222	0 150.5	0 73.3452380952381	0 73.875	0 75.3636363636364	0 300
0 3.5	0 9.51612903225806	0 14.5384615384615	0 27.1612903225806	0 68.0833333333333	0 24.9333333333333	0 15.3913043478261	0 89.125	0 6.5	0 26.125	0 30.8333333333333	0 57.6851851851852	0 30.5	0 300	0 34.9	0 21.4833333333333	0 40.8181818181818	0 39.8888888888889	0 49.5147058823529	0 37.75	0 300	0 25.5625	0 330.897727272727	0 48.25	0 35.6666666666667	0 75.3333333333333	0 23	0 300	0 55	0 63.1979166666667	0 66.1538461538462	0 86.8461538461538	0 118.339285714286	0 54.6666666666667	0 18	0 13.8571428571429	0 32.5	0 46.0714285714286	0 75.8571428571429	0 143.5625	0 50	0 300	0 20.95	0 29.6666666666667	0 156.881944444444	0 44.6309523809524	0 48.4583333333333	0 55.6363636363636	0 300
0 4	0 6.25806451612903	0 9.76923076923077	0 25.6935483870968	0 63.4469696969697	0 17.5	0 9.81521739130435	0 44.6666666666667	0 6.6	0 21.46875	0 29.2777777777778	0 40.5	0 21	0 300	0 24.7	0 16.3666666666667	0 32.6363636363636	0 31.6666666666667	0 44	0 30.875	0 300	0 22.25	0 229.284090909091	0 49.7045454545455	0 32.4444444444444	0 63	0 23	0 300	0 51	0 64	0 58.4615384615385	0 78.0769230769231	0 104	0 57.6666666666667	0 14	0 17.1071428571429	0 25.3333333333333	0 35.9285714285714	0 67.8571428571429	0 112.8125	0 70.1538461538462	0 300	0 18.35	0 21.2352941176471	0 66.3958333333333	0 33.75	0 53.71875	0 58.8181818181818	0 300
0 5	0 10.4193548387097	0 16.6153846153846	0 38.5322580645161	0 21.2708333333333	0 30.0333333333333	0 28.9130434782609	0 76	0 9.9	0 40.96875	0 44.7222222222222	0 50.3214285714286	0 32.1666666666667	0 300	0 32.7	0 21.9666666666667	0 50.7272727272727	0 47.6666666666667	0 68.7058823529412	0 50.25	0 300	0 27.9375	0 95.5568181818182	0 63	0 43.1111111111111	0 26.8333333333333	0 31	0 300	0 87	0 81.4583333333333	0 81	0 94.5384615384615	0 146.642857142857	0 78.3333333333333	0 16.6666666666667	0 37.75	0 27.0833333333333	0 42.5	0 78.7142857142857	0 150.4375	0 100.326923076923	0 300	0 26.3	0 40.3529411764706	0 85.6041666666667	0 55.7738095238095	0 103.333333333333	0 99.8181818181818	0 300
0 49	0 50.4086021505376	0 52.3076923076923	0 87.7311827956989	0 75.4747474747475	0 113.177777777778	0 62.5144927536232	0 242.75	0 52.9833333333333	0 133.59375	0 118.513888888889	0 145	0 130.791666666667	0 300	0 129.45	0 81.3166666666667	0 180.727272727273	0 142.472222222222	0 211.411764705882	0 158.84375	0 300	0 101.630208333333	0 371.284090909091	0 165.931818181818	0 106.222222222222	0 97.625	0 86.75	0 300	0 280.3125	0 214.097222222222	0 162.288461538462	0 217.711538461538	0 316.178571428571	0 183.583333333333	0 54.6666666666667	0 82.6309523809524	0 87.5416666666667	0 92.4285714285714	0 138.178571428571	0 407.3125	0 145.64880952381	0 300	0 84.45	0 133.808823529412	0 159.770833333333	0 175.162698412698	0 352.43	0 231.363636363636	0 300
0 123	0 131.22311827957	0 130.384615384615	0 210.895161290323	0 191.132352941176	0 341.336111111111	0 155.807971014493	0 432.833333333333	0 188.8	0 454.5625	0 324.902777777778	0 386.113888888889	0 408.25	0 300	0 398.8	0 233.283333333333	0 592.727272727273	0 409.416666666667	0 545.867647058824	0 473.96875	0 300	0 289.21875	0 657.488636363636	0 471.204545454545	0 264.611111111111	0 233.458333333333	0 226	0 300	0 591.375	0 519.119565217391	0 307.596153846154	0 384.055555555556	0 616.142857142857	0 414.833333333333	0 176	0 173	0 217.625	0 166.232142857143	0 204.821428571429	0 889.90625	0 326.821428571429	0 300	0 201	0 315.588235294118	0 277.819444444444	0 368.380952380952	0 519.42	0 609.772727272727	0 300
0 224	0 229.647849462366	0 208.596153846154	0 375.629032258065	0 330.985714285714	0 622.443548387097	0 298.6875	0 208.666666666667	0 313.925	0 747	0 554.583333333333	0 634	0 630.964285714286	0 300	0 653.840909090909	0 392.566666666667	0 1301.95454545455	0 697.777777777778	0 845.529411764706	0 776.166666666667	0 300	0 457.078125	0 665.681818181818	0 781.022727272727	0 481.027777777778	0 484.5	0 540	0 300	0 631.25	0 639.78125	0 396.961538461538	0 509.097222222222	0 842.053571428571	0 665.916666666667	0 303.041666666667	0 245.5	0 345.25	0 237.142857142857	0 335.607142857143	0 1254.46875	0 448.238095238095	0 300	0 271.7	0 514.176470588235	0 418.881944444444	0 523.428571428571	0 689.666666666667	0 872.931818181818	0 300
0 226	0 264.532258064516	0 256.538461538462	0 437.685483870968	0 444.416666666667	0 724.266666666667	0 370.601449275362	0 651.333333333333	0 352.05	0 815.166666666667	0 657.569444444444	0 790.411111111111	0 785.833333333333	0 300	0 648.772727272727	0 457.016666666667	0 1560.13636363636	0 853.666666666667	0 999.75	0 885.34375	0 300	0 512.057291666667	0 763.141304347826	0 926.659090909091	0 634.138888888889	0 616.666666666667	0 715	0 300	0 677.3125	0 705.84375	0 452.461538461538	0 567.965277777778	0 921.714285714286	0 805	0 360.666666666667	0 263.321428571429	0 393.416666666667	0 275.089285714286	0 380.5	0 1296	0 508.72619047619	0 300	0 325.2	0 564.888888888889	0 464.8125	0 590.547619047619	0 771.21875	0 962.25	0 300
0 202.5	0 253.072580645161	0 287.692307692308	0 458.16935483871	0 447.886363636364	0 722.525	0 368.695652173913	0 161.375	0 359.225	0 818.78125	0 689.430555555556	0 799.725	0 767.333333333333	0 300	0 642.424242424242	0 482.15	0 1447.34090909091	0 918.222222222222	0 1008.79411764706	0 896	0 300	0 520.640625	0 780.011363636364	0 926.886363636364	0 695.638888888889	0 641.333333333333	0 729	0 300	0 661.5	0 724.145833333333	0 490.153846153846	0 611.25	0 1043.14285714286	0 861	0 394.166666666667	0 260.285714285714	0 443.25	0 323.339285714286	0 451.642857142857	0 1416.75	0 501.369047619048	0 300	0 293.95	0 578.777777777778	0 482.0625	0 622.607142857143	0 815.520833333333	0 1005.61363636364	0 300
0 217.5	0 275.725806451613	0 329.826923076923	0 507.209677419355	0 528.386363636364	0 849.908333333333	0 421.467391304348	0 227.75	0 415.975	0 929.75	0 747.833333333333	0 881.338888888889	0 947	0 300	0 784.272727272727	0 524.533333333333	0 1590.77272727273	0 954.555555555556	0 1060.19117647059	0 1039.6875	0 300	0 589.609375	0 819.011363636364	0 1030.52272727273	0 744.833333333333	0 642.708333333333	0 696	0 300	0 667.625	0 780	0 568.288461538462	0 680.729166666667	0 1122.85714285714	0 926.333333333333	0 415	0 302.535714285714	0 500.104166666667	0 349.982142857143	0 438.392857142857	0 1517.6875	0 507.692307692308	0 300	0 328.2	0 630	0 555.4375	0 669.77380952381	1 870.541666666667	0 1073.20454545455	0 300
0 194	0 286.661290322581	0 328.384615384615	0 545.766129032258	0 563.078282828283	0 943.061827956989	0 479.79347826087	0 185.25	0 412.875	0 942.21875	0 786.875	0 936.908333333333	0 1048.66666666667	0 300	0 778.212121212121	1 547.816666666667	0 1401.31818181818	0 1042	0 1028.94444444444	0 1066.6875	0 300	0 617.453125	0 850.295454545455	0 1073.13636363636	0 820.444444444444	0 684.458333333333	0 786	0 300	0 684.375	0 804.729166666667	0 610.326923076923	0 715.104166666667	0 1171.35714285714	0 1020	0 483.166666666667	0 314.142857142857	0 511.083333333333	0 347.517857142857	0 441.785714285714	0 1558.9375	0 511.625	0 300	0 334.6	0 676.833333333333	0 578.291666666667	0 728.714285714286	0 909.46875	0 1089.81818181818	0 300
