"","Direcciones","lat","lon"
"2040","CALLE DE BAHIA DE CADIZ NUM 63 MADRID",40.464798,-3.5935394
"2041","CALLE DE MAQUEDA NUM 30 MADRID",40.3936365,-3.765323
"2042","CALLE DE ALCALA NUM 198 MADRID",40.4302602,-3.6639247
"2043","CALLE DEL GENERAL RICARDOS NUM 130 MADRID",40.3913692,-3.7278406
"2044","CALLE DE JOSE DE CADALSO NUM 90 MADRID",40.3758765,-3.7684099
"2045","CALLE DE SAN BERNARDO NUM 44 MADRID",40.4245792,-3.7072754
"2046","CALLE DE ANTONIORROBLES NUM 4 MADRID",40.4865566,-3.6924866
"2047","CALLE DEL RADIO NUM 5 MADRID",40.3926461,-3.7237064
"2048","PASEO DE LOS CEREZOS NUM 43 MADRID",40.4546823,-3.6645341
"2049","CAMINO DEL ZARZON KM. 10 MADRID",40.4122288,-3.7706912
"2050","PASEO DE LA REINA CRISTINA NUM 22 MADRID",40.406941,-3.6813304
"2051","AVENIDA DE ANDALUCIA KM. 9000 MADRID",40.345128,-3.6940456
"2052","CALLE DE SANTIAGO DE COMPOSTELA NUM 94 MADRID",40.478088,-3.7193143
"2053","CALLE DE SERRANO NUM 203 MADRID",40.4531205,-3.6807654
"2054","CALLE  30  08RE KM. 540 MADRID",40.3917495,-3.6748806
"2055","CALLE DE JOSE ABASCAL NUM 4 MADRID",40.4384376,-3.7032098
"2056","CALLE DEL MONTE ESQUINZA NUM 28 MADRID",40.4291047,-3.6917622
"2057","CALLE DE LA GUAYABA NUM 3 MADRID",40.372088,-3.7472189
"2058","CALLE DE ARTURO SORIA NUM 285 MADRID",40.4719328,-3.6682212
"2059","CALLE DE LOS YEBENES NUM 123 MADRID",40.3931406,-3.7516867
"2060","AVENIDA DE LA CIUDAD DE BARCELONA NUM 77 MADRID",40.4016007,-3.6751278
"2061","CALLE DE COSTA RICA NUM 9 MADRID",40.4588845,-3.6750401
"2062","CALLE DE ANTONIO ROMERO NUM 17 MADRID",40.3741884,-3.7310672
"2063","CALLE DE GUZMAN EL BUENO NUM 108 MADRID",40.4437205,-3.7123428
"2064","CALLE DEL CAMINO VIEJO DE LEGANES NUM 180 MADRID",40.3781769,-3.73363
"2065","AVENIDA DE ARAGON KM. 14000 MADRID",40.4492211,-3.5592561
"2066","CALLE DE LAS HIGUERAS NUM 38 MADRID",40.4030566,-3.7457176
"2067","CALLE DE FRANCOS RODRIGUEZ NUM 64 MADRID",40.4568795,-3.7082902
"2068","CALLE DE ALCANTARA NUM 42 MADRID",40.4296046,-3.6736028
"2069","CALLE DE ANTONIO LOPEZ NUM 236 MADRID",40.3836773,-3.6960387
"2070","CALLE DE OFELIA NIETO NUM 87 MADRID",40.46255,-3.70869
"2071","CALLE DE ALGORTA NUM 19 MADRID",40.3919126,-3.7293505
"2072","AVENIDA DE DAROCA NUM 20 MADRID",40.4305784,-3.6573734
"2073","PASEO DE LA CASTELLANA NUM 5 MADRID",40.426843,-3.69058
"2074","CALLE DE SOR ANGELA DE LA CRUZ NUM 10 MADRID",40.4595934,-3.6931198
"2075","CALLE DE ATOCHA NUM 104 MADRID",40.4102417,-3.695468
"2076","CALLE  30  XL KM. 14300 MADRID",40.3917495,-3.6748806
"2077","CALLE DE JUAN BRAVO NUM 18 MADRID",40.4324054,-3.6829646
"2078","CALLE  30  XL KM. 13800 MADRID",40.3917495,-3.6748806
"2079","AVENIDA DE ARAGON NUM 293 MADRID",40.44905,-3.56102
"2080","AVENIDA DEL PADRE PIQUER NUM 38 MADRID",40.39202,-3.7676507
"2081","CALLE DE FRANCISCO LAGUNA NUM 25 MADRID",40.3906918,-3.6699097
"2082","PLAZA DEL CONDE DEL VALLE DE SUCHIL NUM 4 MADRID",40.4305415,-3.7067729
"2083","AVENIDA DEL MARQUES DE CORBERA NUM 2 MADRID",40.4217852,-3.6569325
"2084","CALLE DE CARTAGENA NUM 64 MADRID",40.4371672,-3.6706822
"2085","CALLE DEL DOCTOR RAMON CASTROVIEJO NUM 5 MADRID",40.479513,-3.7136253
"2086","PLAZA DE PATRICIO MARTINEZ NUM 2 MADRID",40.3960938,-3.770525
"2087","CALLE DE SALSIPUEDES NUM 14 MADRID",40.3449694,-3.7052379
"2088","CALLE  30 NC KM. 17000 MADRID",40.3917495,-3.6748806
"2089","CALLE DE LA OCA NUM 38 MADRID",40.3898038,-3.7359336
"2090","CALLE DE GUADARRAMA NUM 5 MADRID",40.4118971,-3.7315378
"2091","AVENIDA DE MENENDEZ PELAYO NUM 33 MADRID",40.4181604,-3.6785149
"2092","PASEO DE LA CASTELLANA NUM 109 MADRID",40.4555839,-3.691453
"2093","PASEO DE LA INFANTA ISABEL NUM 25 MADRID",40.4066275,-3.6865905
"2094","CALLE DEL CANAL DE BOSFORO NUM 28 MADRID",40.4403982,-3.6111406
"2095","AVENIDA DE LA ALBUFERA NUM 222 MADRID",40.3910285,-3.6504038
"2096","CALLE DE MARIA DE MOLINA NUM 36 MADRID",40.4372162,-3.6816805
"2097","CALLE DE LEONOR GONGORA NUM 25 MADRID",40.3503208,-3.6869867
"2098","PASEO DE LA ESPERANZA NUM 17 MADRID",40.4022801,-3.7050805
"2099","CALLE DE LA VILLA DE MARIN NUM 45 MADRID",40.4790218,-3.6980365
"2100","PASEO DE LA HABANA NUM 67 MADRID",40.4545594,-3.6834264
"2101","PASEO DE LA CASTELLANA NUM 99 MADRID",40.4532675,-3.6912556
"2102","CALLE DE LOPEZ DE HOYOS NUM 120 MADRID",40.4442579,-3.6738518
"2103","AVENIDA DE LA DEMOCRACIA NUM 23 MADRID",40.3917966,-3.6217529
"2104","CALLE DE CARLOS MARTIN ALVAREZ NUM 64 MADRID",40.3874089,-3.6652652
"2105","CALLE DE O'DONNELL NUM 50 MADRID",40.4211024,-3.6711264
"2106","CALLE DE MARCELO USERA NUM 168 MADRID",40.3854353,-3.7155406
"2107","AVENIDA DE CANTABRIA NUM 39 MADRID",40.4577088,-3.5857381
"2108","CALLE DE EMBAJADORES NUM 72 MADRID",40.4044291,-3.7025434
"2109","CALLE DE JULIAN ROMEA NUM 22 MADRID",40.4429485,-3.7179494
"2110","AVENIDA DE DAROCA NUM 15 MADRID",40.4299143,-3.6555008
"2111","CALLE DEL DOCTOR ESQUERDO NUM 30 MADRID",40.423578,-3.6691051
"2112","PASEO DE EXTREMADURA NUM 120 MADRID",40.4115283,-3.7347222
"2113","CALLE DE QUINTANA NUM 14 MADRID",40.4282092,-3.717292
"2114","AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALI NUM 6 MADRID",40.4485928,-3.7083108
"2115","CALLE DE JOSEFA VALCARCEL NUM 10 MADRID",40.448114,-3.6480864
"2116","CALLE DE BRAVO MURILLO NUM 104 MADRID",40.447684,-3.7036942
"2117","CALLE DE BAILEN NUM 7 MADRID",40.4203087,-3.712633
"2118","AVENIDA DE LOS ANDES NUM 9 MADRID",40.4542072,-3.6229452
"2119","CALLE DE LA PRINCESA NUM 47 MADRID",40.4300707,-3.716261
"2120","CALLE DEL BAMBU NUM 8 MADRID",40.474669,-3.677122
"2121","CALLE DE GALIANA NUM 6 MADRID",40.4097,-3.73218
"2122","CALLE DE LA ESTRELLA POLAR NUM 17 MADRID",40.4113123,-3.6645327
"2123","PASEO DE LAS ACACIAS NUM 69 MADRID",40.4010676,-3.7130062
"2124","CALLE DE ALCALA NUM 185 MADRID",40.4274533,-3.6704273
"2125","CAMINO DE LA SUERTE NUM 40 MADRID",40.3753864,-3.6171328
"2126","CALLE DEL GENERAL RODRIGO NUM 11 MADRID",40.4441195,-3.7142049
"2127","CALLE DE ORENSE NUM 24 MADRID",40.4514608,-3.6948168
"2128","CALLE DE MOREJA NUM 28 MADRID",40.3683985,-3.6985398
"2129","CALLE DE ANTONIO LOPEZ NUM 142 MADRID",40.390828,-3.7028592
"2130","CALLE DE MIGUEL ANGEL NUM 14 MADRID",40.4354122,-3.6910703
"2131","CALLE  GRAN VIA NUM 42 MADRID",40.4204389,-3.705227
"2132","PASEO DE LA CASTELLANA NUM 292 MADRID",40.4786003,-3.68523
"2133","AVENIDA DEL TALGO NUM 125 MADRID",40.4471023,-3.7846572
"2134","CALLE  GRAN VIA NUM 16 MADRID",40.4198094,-3.6993859
"2135","CALLE DE COVARRUBIAS NUM 1 MADRID",40.4283368,-3.6973011
"2136","CALLE DE CUART DE POBLET NUM 9 MADRID",40.3986074,-3.7453571
"2137","AVENIDA  REAL DE PINTO NUM 168 MADRID",40.3298418,-3.7160887
"2138","AVENIDA DE ASTURIAS NUM 20 MADRID",40.4683582,-3.693459
"2139","PLAZA DE ALONSO MARTINEZ NUM 6 MADRID",40.4277266,-3.6950915
"2140","CALLE DE FUENCARRAL NUM 94 MADRID",40.4275467,-3.7016765
"2141","AVENIDA DEL MEDITERRANEO NUM 32 MADRID",40.4067359,-3.6727877
"2142","CALLE DE ALCALA NUM 196 MADRID",40.4299741,-3.6645337
"2143","PLAZA DE LA CONDESA DE GAVIA NUM 1 MADRID",40.449398,-3.7019054
"2144","CALLE DE BRAVO MURILLO NUM 24 MADRID",40.436325,-3.7040621
"2145","PASEO DE LA CASTELLANA NUM 87 MADRID",40.4489046,-3.6918807
"2146","CALLE DE SAN JAIME NUM 29 MADRID",40.3811551,-3.6253226
"2147","CALLE DE LOS YEBENES NUM 100 MADRID",40.3925978,-3.7522081
"2148","CALLE DE LA OCA NUM 14 MADRID",40.3892705,-3.7331705
"2149","CALLE DE PEPE ISBERT NUM 12 MADRID",40.4224089,-3.6275994
"2150","AVENIDA DE LA ALBUFERA NUM 246 MADRID",40.3898409,-3.6461854
"2151","PLAZA DE MANUEL BECERRA NUM 12 MADRID",40.428282,-3.6675922
"2152","PASEO DE EXTREMADURA KM. 7200 MADRID",40.3963208,-3.7682951
"2153","CALLE DE EMBAJADORES NUM 320 MADRID",40.3788729,-3.684587
"2154","CALLE DEL ROSARIO NUM 21 MADRID",40.4092418,-3.7148314
"2155","CALLE DE MERCEDES ARTEAGA NUM 21 MADRID",40.3924941,-3.7220877
"2156","CALLE DE LA RIBERA DE CURTIDORES NUM 2 MADRID",40.4091711,-3.7074268
"2157","AVENIDA DE LA GRAN VIA DEL SURESTE NUM 16 MADRID",40.3643557,-3.5888084
"2158","CALLE DE CARRANZA NUM 8 MADRID",40.4293988,-3.7034897
"2159","CALLE DE JUANELO NUM 6 MADRID",40.4113958,-3.7051918
"2160","PASEO DE EXTREMADURA NUM 135 MADRID",40.4101978,-3.7374422
"2161","CALLE DE ALCALA NUM 104 MADRID",40.4251966,-3.6743545
"2162","PASEO DE SANTA MARIA DE LA CABEZA NUM 131 MADRID",40.3889061,-3.712695
"2163","GLORIETA DE LOS CARMENES NUM 1 MADRID",40.3952533,-3.7430726
"2164","CALLE DEL MESON DE PAREDES NUM 67 MADRID",40.4075137,-3.7025109
"2165","CALLE DE LA GOLONDRINA NUM 62 MADRID",40.4504203,-3.7852521
"2166","PLAZA DE VALPARAISO NUM 3 MADRID",40.4554405,-3.6809041
"2167","CARRERA DE SAN JERONIMO NUM 13 MADRID",40.4167,-3.6994
"2168","CALLE DE ANTONIO DE LEYVA NUM 65 MADRID",40.3894623,-3.7159625
"2169","CALLE  GRAN VIA NUM 25 MADRID",40.4197278,-3.7022065
"2170","CARRETERA DE CASTILLA KM. 2 MADRID",40.44836,-3.759269
"2171","CALLE DE PEDRO RICO NUM 17 MADRID",40.4840496,-3.6948095
"2172","AVENIDA DEL MEDITERRANEO NUM 41 MADRID",40.4069491,-3.6693519
"2173","CALLE DE ALEJANDRO SANCHEZ NUM 27 MADRID",40.3905499,-3.7242514
"2174","AVENIDA DEL MARQUES DE CORBERA NUM 5 MADRID",40.4221279,-3.6567384
"2175","PLAZA DE LA PUERTA DEL SOL NUM 6 MADRID",40.4165927,-3.7030921
"2176","PLAZA DE CANALEJAS NUM 2 MADRID",40.4167114,-3.700178
"2177","CALLE DE MATEO INURRIA NUM 1 MADRID",40.4663897,-3.6881608
"2178","CALLE DE LOS HERMANOS GARCIA NOBLEJAS NUM 194 MADRID",40.4190506,-3.624778
"2179","CALLE DE CARTAGENA NUM 66 MADRID",40.4373269,-3.6710325
"2180","CALLE DE ALMENDRALES NUM 15 MADRID",40.3872549,-3.7004112
"2181","CALLE DE SAN MODESTO NUM 1 MADRID",40.4842718,-3.6853142
"2182","CALLE DE CAVANILLES NUM 58 MADRID",40.4043356,-3.6729799
"2183","CALLE DE GUAREÑA NUM 6 MADRID",40.3885037,-3.7662213
"2184","CALLE DE CARTAGENA NUM 131 MADRID",40.4425427,-3.6759013
"2185","GRAN VIA DE HORTALEZA NUM 62 MADRID",40.4678347,-3.6479211
"2186","AVENIDA DE MENENDEZ PELAYO NUM 63 MADRID",40.4153387,-3.6774839
"2187","CALLE DE ROMA NUM 34 MADRID",40.4310686,-3.6652291
"2188","CALLE DE ALCALA NUM 339 MADRID",40.4335153,-3.6478686
"2189","CALLE DE ANTONIO FOLGUERAS NUM 24 MADRID",40.3894191,-3.6617298
"2190","PASEO DE LA CASTELLANA NUM 244 MADRID",40.4707468,-3.6874963
"2191","PASEO DE LAS DELICIAS NUM 63 MADRID",40.399515,-3.69395
"2192","CALLE DE LOS HERMANOS GARCIA NOBLEJAS NUM 129 MADRID",40.4198783,-3.6243202
"2193","CALLE DE TOMAS BRETON NUM 1 MADRID",40.3976827,-3.6961857
"2194","AVENIDA DE DAROCA NUM 104 MADRID",40.4186061,-3.6312417
"2195","CALLE DE MENDEZ ALVARO NUM 14 MADRID",40.4063251,-3.6921958
"2196","CALLE DE ARTURO SORIA NUM 15 MADRID",40.4398953,-3.6398433
"2197","CALLE DE CERVANTES NUM 25 MADRID",40.4146774,-3.6953017
"2198","AVENIDA DE MONFORTE DE LEMOS NUM 13 MADRID",40.4787123,-3.6933401
"2199","CALLE DE ALFONSO XII NUM 12 MADRID",40.4182306,-3.6890559
"2200","CALLE DE LA HACIENDA DE PAVONES NUM 38 MADRID",40.4035339,-3.6471058
"2201","CALLE DE HERNAN CORTES NUM 11 MADRID",40.4235526,-3.6998668
"2202","PASEO DE LA CASTELLANA NUM 22 MADRID",40.4296592,-3.6880765
"2203","CALLE DE CAMARENA NUM 207 MADRID",40.3872703,-3.7562456
"2204","CALLE DE GENOVA NUM 16 MADRID",40.4266529,-3.6941677
"2205","CALLE DE OCAÑA NUM 23 MADRID",40.3844037,-3.7569401
"2206","CALLE DEL DOCTOR CASTELO NUM 43 MADRID",40.4203461,-3.6737441
"2207","CALLE DE ARAPILES NUM 5 MADRID",40.4332146,-3.7050788
"2208","AVENIDA DE LAS GLORIETAS NUM 34 MADRID",40.3726329,-3.6578634
"2209","AVENIDA DE LA CIUDAD DE BARCELONA NUM 8 MADRID",40.405187,-3.6843187
"2210","AVENIDA DE SENECA NUM 6 MADRID",40.436345,-3.7264244
"2211","CALLE DE PEDRO LABORDE NUM 86 MADRID",40.3843092,-3.6521614
"2212","CALLE DE SANTA SUSANA NUM 33 MADRID",40.4776722,-3.6465985
"2213","PASEO DE EXTREMADURA NUM 302 MADRID",40.3986589,-3.7660075
"2214","CALLE DE SAN FAUSTINO NUM 68 MADRID",40.4413325,-3.6077704
"2215","CALLE DE LOS URQUIZA NUM 4 MADRID",40.4335472,-3.6462253
"2216","CALLE DE RICARDO ORTIZ NUM 47 MADRID",40.4256471,-3.6577499
"2217","CALLE DEL CIDRO NUM 1 MADRID",40.3689522,-3.745666
"2218","AVENIDA DE PIO XII NUM 94 MADRID",40.4719375,-3.6737741
"2219","CALLE DE OMEGA NUM 29 MADRID",40.4002536,-3.6000732
"2220","PASEO DE LA CASTELLANA NUM 221 MADRID",40.4712167,-3.6886419
"2221","PASEO DE LA DIRECCION NUM 212 MADRID",40.4665286,-3.7084418
"2222","AVENIDA DE PABLO NERUDA NUM 3 MADRID",40.39298,-3.64033
"2223","CALLE DE LOS YEBENES NUM 43 MADRID",40.3956199,-3.7532268
"2224","CALLE DE GABRIELA MISTRAL NUM 4 MADRID",40.4788873,-3.7378991
"2225","CALLE DE CALAHORRA NUM 12 MADRID",40.407873,-3.6111183
"2226","CALLE  ONCE NUM 2 MADRID",40.4444904,-3.5951556
"2227","AVENIDA DE LOS ARQUEROS NUM 3 MADRID",40.3818349,-3.7924198
"2228","CALLE DEL ALCALDE SAINZ DE BARANDA NUM 46 MADRID",40.4165589,-3.6722952
"2229","CALLE DE DOLORES BARRANCO NUM 23 MADRID",40.3832875,-3.705187
"2230","CALLE DE LA MAGDALENA NUM 7 MADRID",40.4167754,-3.7037902
"2231","PASEO DE EXTREMADURA KM. 4600 MADRID",40.3963208,-3.7682951
"2232","CALLE DE PURCHENA NUM 67 MADRID",40.4811471,-3.6610244
"2233","PLAZA DE LEGAZPI NUM 3 MADRID",40.3911326,-3.6943289
"2234","CALLE DE MIGUEL DE LA ROCA NUM 13 MADRID",40.3835963,-3.6722668
"2235","CALLE DE DIEGO DE LEON NUM 69 MADRID",40.4348803,-3.6751193
"2236","CALLE DE ENCARNACION OVIOL NUM 57 MADRID",40.3509325,-3.685897
"2237","CARRETERA DEL VERTEDERO MUNICIPAL VALDEMINGOMEZ NUM 45 MADRID",40.3513114,-3.570157
"2238","AVENIDA DEL DOCTOR ARCE NUM 45 MADRID",40.44852,-3.6791727
"2239","CALLE DEL GENERAL ALVAREZ DE CASTRO NUM 2 MADRID",40.4344731,-3.7015686
"2240","CALLE DE SAN ROMUALDO NUM 32 MADRID",40.4356594,-3.6207381
"2241","CALLE DEL VALLE DE TOBALINA NUM 54 MADRID",40.3408372,-3.7125312
"2242","AVENIDA DE LA DEMOCRACIA NUM 19 MADRID",40.3889116,-3.6234425
"2243","CALLE DE RAMIREZ DE ARELLANO NUM 20 MADRID",40.4491174,-3.6559065
"2244","CALLE DE SEGOVIA NUM 8 MADRID",40.4136244,-3.7103844
"2245","CALLE  GRAN VIA NUM 57 MADRID",40.4215232,-3.7088467
"2246","CALLE DE SILVANO NUM 92 MADRID",40.4624843,-3.6378318
"2247","AVENIDA DE BETANZOS NUM 68 MADRID",40.4817343,-3.7130256
"2248","CALLE DE ALCALA NUM 317 MADRID",40.4328676,-3.6512057
"2249","AVENIDA DE MONFORTE DE LEMOS NUM 193 MADRID",40.475718,-3.720147
"2250","CALLE DE EL ALGABEÑO NUM 40 MADRID",40.4605848,-3.6365659
"2251","CALLE DE LA FUENTE CARRANTONA NUM 21 MADRID",40.4055517,-3.6333295
"2252","AVENIDA DE VALDEMARIN NUM 1 MADRID",40.4627186,-3.7714042
"2253","CALLE DE SAGASTA NUM 4 MADRID",40.4286911,-3.7016119
"2254","AVENIDA DE MONFORTE DE LEMOS NUM 40 MADRID",40.4785929,-3.7097586
"2255","AVENIDA DE RAMON Y CAJAL NUM 7 MADRID",40.4519647,-3.676331
"2256","CAMINO DE SINTRA NUM 1 MADRID",40.4716943,-3.6124779
"2257","CALLE DE JOSE PAULETE NUM 22 MADRID",40.3938931,-3.6554522
"2258","CALLE DE CIUDAD REAL NUM 30 MADRID",40.4001308,-3.6969246
"2259","CALLE DE COLON NUM 4 MADRID",40.4238528,-3.7010049
"2260","CALLE DE SESEÑA NUM 79 MADRID",40.39699,-3.76519
"2261","AVENIDA DE AMERICA NUM 2 MADRID",40.4374278,-3.6768784
"2262","CALLE DE ARTURO SORIA NUM 248 MADRID",40.4668209,-3.6657388
"2263","PLAZA DE BAMI NUM 1 MADRID",40.4306983,-3.6553729
"2264","PASEO DE LA CASTELLANA NUM 146 MADRID",40.45495,-3.6897226
"2265","CALLE DEL OBISPO TREJO NUM 1 MADRID",40.4359282,-3.7334999
"2266","AVENIDA DE LA CIUDAD DE BARCELONA NUM 53 MADRID",40.4029417,-3.6774371
"2267","CALLE DE JULIAN CAMARILLO NUM 37 MADRID",40.4357675,-3.6252646
"2268","CALLE DE GOMEZ HEMANS NUM 1 MADRID",40.4708151,-3.6666865
"2269","CALLE DEL DOCTOR ESQUERDO NUM 6 MADRID",40.4265859,-3.6688408
"2270","CALLE DEL CABO MACHICHACO NUM 34 MADRID",40.3724918,-3.6610762
"2271","CALLE DE LA PRINCESA NUM 26 MADRID",40.4277238,-3.7139495
"2272","CALLE DE ESCALONA NUM 107 MADRID",40.3950196,-3.7657901
"2273","CALLE DE SEPULVEDA NUM 75 MADRID",40.4044561,-3.742823
"2274","CALLE DEL GENERAL RICARDOS NUM 115 MADRID",40.3917916,-3.7263352
"2275","CALLE DE ARRASTARIA NUM 10 MADRID",40.4473897,-3.5868351
"2276","CALLE DE LUIS RUIZ NUM 53 MADRID",40.4293,-3.63661
"2277","PASEO DE EXTREMADURA KM. 7000 MADRID",40.3963208,-3.7682951
"2278","PLAZA DE LA REPUBLICA ARGENTINA NUM 5 MADRID",40.4458,-3.6857
"2279","CALLE DEL GENERAL RICARDOS NUM 54 MADRID",40.3946813,-3.7217953
"2280","CALLE DE VILLANUEVA NUM 2 MADRID",40.4959866,-3.7020533
"2281","CALLE DE LOPEZ DE HOYOS NUM 448 MADRID",40.4675348,-3.6532559
"2282","CALLE DE SERRANO NUM 236 MADRID",40.4541141,-3.678271
"2283","CALLE DE SAN MARTIN DE PORRES NUM 8 MADRID",40.4684647,-3.7270871
"2284","CALLE  MAYOR NUM 78 MADRID",40.4154246,-3.7114298
"2285","CALLE  GRAN VIA NUM 22 MADRID",40.4201682,-3.7002443
"2286","AVENIDA DE ALFONSO XIII NUM 86 MADRID",40.4553953,-3.6666613
"2287","CALLE DE JOSE ORTEGA Y GASSET NUM 100 MADRID",40.4295292,-3.6708744
"2288","CALLE DEL CAMINO DE LOS VINATEROS NUM 40 MADRID",40.410349,-3.6547146
"2289","CALLE DE SIERRA CARBONERA NUM 8 MADRID",40.3938477,-3.6632637
"2290","CALLE  30  18RA KM. 150 MADRID",40.4180779,-3.6980632
"2291","CALLE DE CORAZON DE MARIA NUM 25 MADRID",40.4430515,-3.6680484
"2292","CALLE DE LA COLEGIATA NUM 15 MADRID",40.4128856,-3.706621
"2293","CALLE DE PEDRO RICO NUM 41 MADRID",40.4826416,-3.7012483
"2294","CALLE DE GOYA NUM 107 MADRID",40.4248397,-3.6730261
"2295","AVENIDA DE LA PRINCESA JUANA DE AUSTRIA KM. 3800 MADRID",40.3682165,-3.7207544
"2296","CALLE DE FERNANDO GIRALDEZ NUM 16 MADRID",40.400175,-3.6621358
"2297","CALLE DE BRAVO MURILLO NUM 316 MADRID",40.4636419,-3.6960776
"2298","GLORIETA DE LOPEZ DE HOYOS NUM 8 MADRID",40.440457,-3.6798426
"2299","PASEO DE ALBERTO PALACIOS NUM 3 MADRID",40.3462014,-3.7094414
"2300","CALLE  30  14RR KM. 260 MADRID",40.3917495,-3.6748806
"2301","CALLE DE ALONSO CANO NUM 22 MADRID",40.4394131,-3.6975489
"2302","CALLE DE JOSE ABASCAL NUM 47 MADRID",40.4384941,-3.6952104
"2303","AVENIDA DE LA CIUDAD DE BARCELONA NUM 142 MADRID",40.4032864,-3.6790299
"2304","CALLE DE ORENSE NUM 23 MADRID",40.4511265,-3.695331
"2305","CALLE DE SEPULVEDA NUM 17 MADRID",40.4041322,-3.7388325
"2306","CALLE DE LUIS DE HOYOS SAINZ NUM 76 MADRID",40.4041565,-3.6376731
"2307","CALLE DE AQUITANIA NUM 7 MADRID",40.4181188,-3.620379
"2308","AVENIDA DE NUESTRA SEÑORA DE FATIMA NUM 91 MADRID",40.3797707,-3.7486746
"2309","AVENIDA DE PIO XII NUM 22 MADRID",40.4664852,-3.6747502
"2310","AVENIDA DE LA PESETA NUM 31 MADRID",40.3642746,-3.7624219
"2311","PASEO DE SANTA MARIA DE LA CABEZA NUM 17 MADRID",40.4057825,-3.6943979
"2312","AVENIDA DE LA REINA VICTORIA NUM 3 MADRID",40.4466578,-3.704489
"2313","CAMINO DE GANAPANES NUM 29 MADRID",40.4743188,-3.7158904
"2314","AVENIDA  CENTRAL NUM 1 MADRID",40.4562712,-3.5800778
"2315","CALLE DE LOS GALLEGOS NUM 12 MADRID",40.4347222,-3.6682905
"2316","AVENIDA DE DONOSTIARRA NUM 22 MADRID",40.434563,-3.6569644
"2317","AVENIDA DE BRUSELAS NUM 44 MADRID",40.4369878,-3.6637895
"2318","CALLE DE MAIQUEZ NUM 5 MADRID",40.4207495,-3.6727886
"2319","AVENIDA DE LA CIUDAD DE BARCELONA NUM 108 MADRID",40.4048426,-3.6833212
"2320","AVENIDA DE LOS ARQUEROS NUM 43 MADRID",40.3781955,-3.7966292
"2321","CALLE DE FRANCOS RODRIGUEZ NUM 16 MADRID",40.4552371,-3.703802
"2322","CALLE DE LOS PINILLAS NUM 38 MADRID",40.3983108,-3.6203361
"2323","AVENIDA DE LA ALBUFERA NUM 25 MADRID",40.3972953,-3.6670058
"2324","CALLE DE TANGER NUM 18 MADRID",40.3843933,-3.6489138
"2325","CALLE DE ALMAGRO NUM 10 MADRID",40.4285443,-3.694378
"2326","CALLE  VIA CARPETANA NUM 342 MADRID",40.3907257,-3.7434892
"2327","CALLE DE LOPEZ DE HOYOS NUM 327 MADRID",40.4636135,-3.6582054
"2328","PASEO DE EXTREMADURA NUM 20 MADRID",40.4139959,-3.7267406
"2329","CALLE DE CLARA DEL REY NUM 20 MADRID",40.4422191,-3.6703643
"2330","CALLE DE SILVANO NUM 60 MADRID",40.4609561,-3.6405604
"2331","AVENIDA DE LAS COMUNIDADES NUM 10 MADRID",40.3921317,-3.6151152
"2332","CALLE DE MATILDE HERNANDEZ NUM 8 MADRID",40.3928639,-3.7332783
"2333","CALLE DE LOS CAIDOS DE LA DIVISION AZUL NUM 1 MADRID",40.46792,-3.6763674
"2334","AVENIDA DE ANDALUCIA NUM 79 MADRID",40.3294198,-3.692383
"2335","CALLE DE CAMARENA NUM 144 MADRID",40.3906242,-3.7558488
"2336","CALLE DE CLARA DEL REY NUM 79 MADRID",40.4476597,-3.667881
"2337","GLORIETA DE CUATRO CAMINOS NUM 1 MADRID",40.4473378,-3.7036484
"2338","AVENIDA DEL MEDITERRANEO NUM 6 MADRID",40.4071401,-3.6773381
"2339","CALLE DE DOÑA MENCIA NUM 41 MADRID",40.4098017,-3.7288659
"2340","CALLE DEL CORREGIDOR JUAN FRANCISCO DE LUJAN NUM 19 MADRID",40.4027456,-3.6484031
"2341","CALLE DE QUERO NUM 99 MADRID",40.3891388,-3.7611502
"2342","CALLE DEL DOCTOR ESQUERDO NUM 44 MADRID",40.4205803,-3.6693005
"2343","AVENIDA DE DONOSTIARRA NUM 2 MADRID",40.4347658,-3.6589446
"2344","CALLE DE SAN FAUSTINO NUM 11 MADRID",40.4470044,-3.608826
"2345","CALLE DE BRUJAS NUM 32 MADRID",40.3994533,-3.6282603
"2346","CALLE DE LA LAGUNA NUM 2 MADRID",40.3941435,-3.7427214
"2347","CALLE DE FRANCISCO VILLAESPESA NUM 51 MADRID",40.4294829,-3.645275
"2348","CALLE DE SERRANO NUM 135 MADRID",40.4434522,-3.6861546
"2349","PASEO DE LA HABANA NUM 73 MADRID",40.4559615,-3.6820136
"2350","CALLE DE JOSE ORTEGA Y GASSET NUM 48 MADRID",40.4298293,-3.677656
"2351","CALLE DE MARCELO USERA NUM 70 MADRID",40.386048,-3.7048938
"2352","CALLE DE LOS YEBENES NUM 39 MADRID",40.39626,-3.75353
"2353","CALLE DE CAMPEZO NUM 1 MADRID",40.4484526,-3.5813783
"2354","CALLE DE LA PRINCESA NUM 60 MADRID",40.4310272,-3.7161817
"2355","AVENIDA DE PORTUGAL NUM 177 MADRID",40.4094178,-3.7409778
"2356","AVENIDA DE LAS SUERTES NUM 55 MADRID",40.3663975,-3.5974837
"2357","CALLE DE SEVERINO AZNAR EMBID NUM 2 MADRID",40.4078949,-3.7376576
"2358","AVENIDA DEL MARQUES DE CORBERA NUM 60 MADRID",40.42645,-3.6502
