"","Direcciones","lat","lon"
"25075","CARRETERA DE BOADILLA DEL MONTE - CALLE DE CALAMON MADRID",40.399203,-3.7721297
"25076","ACCESO  RADIAL 3 - AVENIDA DE CANILLEJAS A VICALVARO MADRID",40.4147455,-3.6370287
"25077","CALLE DE LAS SICELIDAS - CALLE DE SANTA FRANCISCA JAVIER CABRINI MADRID",40.4633293,-3.6379582
"25078","CALLE DE LA LAGUNA - CALLE DE THADER MADRID",40.3903648,-3.7422012
"25079","CALLE DE VALENCIA - RONDA DE VALENCIA MADRID",40.4059197,-3.6993774
"25080","CALLE DE GUZMAN EL BUENO - CALLE DE FERNANDEZ DE LOS RIOS MADRID",40.4353199,-3.7131485
"25081","CALLE DE MARTINEZ DE LA RIVA - CALLE DE EDUARDO ROJO MADRID",40.388112,-3.6623448
"25082","AVENIDA DE RAFAELA YBARRA - CALLE DE SILVIO ABAD MADRID",40.3809363,-3.7112635
"25083","CALLE DE LOS MORALES - AVENIDA DE LA PESETA MADRID",40.3624474,-3.7560787
"25084","RONDA DE SEGOVIA - CALLE DEL MANZANARES MADRID",40.4138972,-3.7150633
"25085","CARRETERA DE CARABANCHEL A VILLAVERDE - CALLE DE VILLALONSO MADRID",40.3498695,-3.7059527
"25086","CALLE DE ANTONIO MAURA - CALLE DE RUIZ DE ALARCON MADRID",40.416489,-3.6915014
"25087","CALLE DE RAFAEL FINAT - CALLE DE JOSE DE CADALSO MADRID",40.37912,-3.77028
"25088","CARRETERA DE LA TAPIA DE LA CASA DE CAMPO MADRID",40.4197419,-3.7488366
"25089","AVENIDA DE LOS POBLADOS - AVENIDA DE CARABANCHEL ALTO MADRID",40.3710865,-3.7530474
"25090","CALLE DE GINZO DE LIMIA - CALLE DE SINESIO DELGADO MADRID",40.47376,-3.7025
"25091","CALLE DEL PUERTO DEL MONASTERIO - CALLE DE NUESTRA SEÑORA DEL PERPETUO SOCORRO MADRID",40.3937149,-3.6620658
"25092","AVENIDA DE NUESTRA SEÑORA DE VALVANERA - CALLE DEL ARROYO DE LAS PAVAS MADRID",40.3924864,-3.7402504
"25093","AVENIDA DE LOS ROSALES - AVENIDA DE ANDALUCIA MADRID",40.3688482,-3.6943658
"25094","CALLE DE ZAIDA - CALLE DEL CABO NICOLAS MUR MADRID",40.3960485,-3.7351985
"25095","CALLE DEL CONDE RODRIGUEZ SAN PEDRO - CALLE DE BUENDIA MADRID",40.3836343,-3.670534
"25096","CALLE DE LA DEHESA DE VICALVARO - CALLE DE PUENTE LA REINA MADRID",40.5021824,-3.6761005
"25097","CALLE DE ANGEL MUÑOZ - CALLE DE AGASTIA MADRID",40.4538227,-3.6578445
"25098","AVENIDA DE RAFAELA YBARRA - CALLE DE TOLOSA MADRID",40.3730621,-3.7123073
"25099","PASAJE DE LA CANALIZACION - GLORIETA DE CADIZ MADRID",40.388178,-3.699982
"25100","CAMINO DE LAS HORMIGUERAS - CARRETERA DE LA VARIANTE VILLAVERDE-VALLECAS MADRID",40.3756487,-3.6391459
"25101","CALLE DE LA ALHAMBRA - CALLE DE LUIS PANDO MADRID",40.4030047,-3.7448466
"25102","CALLE DE ALEJANDRO SANCHEZ - CALLE DEL CAMINO VIEJO DE LEGANES MADRID",40.3906157,-3.7252061
"25103","CALLE DE SILVANO - CALLE DEL OLIMPO MADRID",40.4560051,-3.6454143
"25104","CALLE DEL CONDE RODRIGUEZ SAN PEDRO - CALLE DE MEJORANA MADRID",40.3847965,-3.672307
"25105","CALLE DE RAFAEL FINAT - CALLE DEL GENERAL ROMERO BASART MADRID",40.3775538,-3.7720037
"25106","CALLE DE ZAMORA - CALLE DE SANTA JULIANA MADRID",40.4524056,-3.7077808
"25107","CALLE DEL DOCTOR ESPINA - CALLE DE LAS CLARISAS MADRID",40.3902048,-3.7275408
"25108","CALLE DE SAN TELMO - CALLE DE LA MACARENA MADRID",40.4617708,-3.6778294
"25109","CALLE  VIA DE LOS POBLADOS - AVENIDA DE RAFAELA YBARRA MADRID",40.3792647,-3.7115143
"25110","CALLE DEL ARENAL - CALLE DE LAS HILERAS MADRID",40.4175832,-3.7077751
"25111","CALLE DE GILENA - CALLE DE GOMEZ ACEBO MADRID",40.3430374,-3.7089705
"25112","CALLE DE LA PUEBLANUEVA - AVENIDA DE LAS SUERTES MADRID",40.3721123,-3.6095129
"25113","PARQUE DE LA DEHESA DE LA VILLA MADRID",40.4596262,-3.7194658
"25114","RONDA DE LA COMUNICACION - CALLE DEL PORTICO DE LA GLORIA MADRID",40.5153572,-3.6656021
"25115","RONDA DEL CABALLERO DE LA MANCHA - CALLE DE CASILDEA DE VANDALIA MADRID",40.4990393,-3.6883284
"25116","CALLE DE FUENGIROLA - CALLE DE LUIS BUÑUEL MADRID",40.3852948,-3.6396571
"25117","CALLE DE SICILIA - CALLE DE PILAR RUEDA MADRID",40.4026365,-3.6653377
"25118","AVENIDA DE ARAGON - CALLE DE NAVARIDAS MADRID",40.4494098,-3.5783874
"25119","CALLE DE CIUDAD DE FRIAS - CALLE DEL VALLE DE TOBALINA MADRID",40.3409546,-3.7138821
"25120","CALLE DE NUÑEZ DE BALBOA - CALLE DE HERMOSILLA MADRID",40.4262559,-3.6826676
"25121","CALLE DE TOLEDO - CALLE DE LOPEZ SILVA MADRID",40.4103708,-3.7091573
"25122","CALLE DE SIERRA DE GUADALUPE - AVENIDA DE LA DEMOCRACIA MADRID",40.3818617,-3.6247094
"25123","PASEO DEL MARQUES DE ZAFRA - CALLE DEL MARQUES DE ZAFRA MADRID",40.4257777,-3.6623812
"25124","CALLE DE JOAQUIN TURINA - CALLE DEL JACOBEO MADRID",40.3726447,-3.7622928
"25125","CALLE DE LA VIRGEN DE SONSOLES - CALLE DE LA VIRGEN DEL PORTILLO MADRID",40.4358482,-3.6543986
"25126","RONDA DE SOBRADIEL - AVENIDA DE AHONES MADRID",40.4549305,-3.6418513
"25127","CALLE DE JUAN PEÑALVER - CALLE DE LA HUERTA DE VILLAVERDE MADRID",40.348389,-3.7134316
"25128","CALLE DE ANOETA - CALLE DE LA DEL MANOJO DE ROSAS MADRID",40.353,-3.69885
"25129","CALLE DEL REAL MADRID",40.375388,-3.7413461
"25130","AVENIDA DE SAN DIEGO - CALLE DE SIERRA MORENA MADRID",40.3793365,-3.6246961
"25131","CALLE DE SANZ RASO - CALLE DE ROGELIO FOLGUERAS MADRID",40.3939158,-3.6585751
"25132","CALLE DE SAN JAIME - CARRETERA DE VILLAVERDE A VALLECAS MADRID",40.379955,-3.626526
"25133","PASEO DE GIGANTES Y CABEZUDOS - CALLE DE BOHEMIOS MADRID",40.3565663,-3.6935966
"25134","CALLE DE NICOLAS SALMERON - TRAVESIA DE VILLAESCUSA MADRID",40.4201391,-3.631305
"25135","CALLE DE CASTROGERIZ - AVENIDA DE LA PLAZA DE TOROS MADRID",40.3867308,-3.739607
"25136","CALLE DEL VALLE DE PINARES LLANOS - CALLE DE RISCOS DE POLANCO MADRID",40.4855277,-3.7227068
"25137","CALLE DE LA PRINCESA - CALLE DEL BUEN SUCESO MADRID",40.4297376,-3.7157051
"25138","PARKING - AVENIDA DE GUADALAJARA MADRID",40.4188568,-3.6214934
"25139","CALLE DE LA CONDESA DE VENADITO - CALLE DE LA MADRE ANTONIA PARIS MADRID",40.444608,-3.651538
"25140","CALLE DEL PUERTO DE BALBARAN - CALLE DE SABRINA MADRID",40.3764232,-3.6542858
"25141","PLAZA DE LA REPUBLICA DEL ECUADOR - CALLE DE SERRANO MADRID",40.453457,-3.679902
"25142","CALLE DE PATONES - CALLE DE SANGENJO MADRID",40.4841332,-3.7028735
"25143","CALLE DE BERLIN - AVENIDA  CAMILO JOSÉ CELA MADRID",40.4365042,-3.6675302
"25144","AVENIDA  CAMILO JOSÉ CELA - CALLE DE FRANCISCO REMIRO MADRID",40.4393311,-3.6673892
"25145","CALLE DE SOTO HIDALGO - CALLE DE RIAÑO MADRID",40.4623033,-3.580248
"25146","CALLE DE ALCALA - AVENIDA DE JACA MADRID",40.4477598,-3.6105416
"25147","CALLE DE CARTAGENA - CALLE DE FERRER DEL RIO MADRID",40.4360917,-3.669877
"25148","AVENIDA DE LOS ROSALES - CALLE DE AMERICIO MADRID",40.3572228,-3.6811416
"25149","CALLE DE HERNANI - CALLE DE ISTURIZ MADRID",40.4483339,-3.7021937
"25150","CALLE DE CARDEÑOSA - CALLE DE LA LAGARTERA MADRID",40.3817974,-3.6729261
"25151","AVENIDA DE SAN DIEGO - CALLE DE SIERRA BASCUÑA MADRID",40.3883377,-3.6700713
"25152","AVENIDA DE PEÑA PRIETA - CALLE DE LAS MORERAS MADRID",40.4026801,-3.6638526
"25153","CALLE DEL DOCTOR RAMON CASTROVIEJO - CALLE DE CANDIDO MATEOS MADRID",40.4765586,-3.7194902
"25154","PASEO DEL PRADO - CALLE DE ALMADEN MADRID",40.4108074,-3.6928151
"25155","CALLE DE GUZMAN EL BUENO - CALLE DE JOAQUIN MARIA LOPEZ MADRID",40.4376479,-3.7129646
"25156","CALLE DE VALLEHERMOSO - CALLE DE FERNANDEZ DE LOS RIOS MADRID",40.4351149,-3.7085893
"25157","CALLE DE PICO CEBOLLERA - CALLE DEL CONVENIO MADRID",40.393769,-3.6726394
"25158","CALLE DE ARTURO SORIA - CALLE DE LA PRENSA MADRID",40.4706516,-3.6671729
"25159","CALLE DE LOS FERROVIARIOS - CALLE DE MARCELO USERA MADRID",40.3859152,-3.7051642
"25160","CALLE DE SILVANO - CALLE DE SILVANO MADRID",40.4608083,-3.6410407
"25161","CALLE DE BRAVO MURILLO - CALLE DE GUIPUZCOA MADRID",40.4478796,-3.7038243
"25162","CALLE DE MARCENADO - CALLE DE AGUSTIN DE ROJAS MADRID",40.4458037,-3.6728265
"25163","CALLE DE FRANCOS RODRIGUEZ - CALLE DE ANTONIO MACHADO MADRID",40.4663937,-3.7200821
"25164","CALLE DE BRETON DE LOS HERREROS - CALLE DE VARGAS MADRID",40.439553,-3.698325
"25165","CALLE DEL CAPITAN HAYA - CALLE DE JOSE CASTAN TOBEÑAS MADRID",40.4640323,-3.6921934
"25166","CALLE DE PASCUAL RODRIGUEZ - CALLE DE DURATON MADRID",40.4059858,-3.7439254
"25167","CALLE DE GARCIA MIRANDA - AVENIDA DE SAN DIEGO MADRID",40.3829042,-3.6643487
"25168","CALLE DE MIGUEL YUSTE - CALLE DE ISAAC RAMOS MADRID",40.435583,-3.6230207
"25169","CALLE DE JOSE ABASCAL - CALLE DE ALONSO CANO MADRID",40.4383678,-3.6977888
"25170","CALLE DEL OBISPO TREJO - TRAVESIA DE ANTONIO NEBRIJA MADRID",40.4372331,-3.7280264
"25171","CALLE DE JAIME EL CONQUISTADOR - CALLE DE EUGENIO SELLES MADRID",40.3958735,-3.6983167
"25172","CALLE DE JOSE DEL RIO - CALLE DE RECESVINTO MADRID",40.3953103,-3.7269736
"25173","CALLE DE GERARDO CORDON - CALLE DEL APOSTOL SANTIAGO MADRID",40.4261743,-3.6546632
"25174","CALLE DE ENCARNACION GONZALEZ - CALLE DEL PARROCO DON EMILIO FRANCO MADRID",40.3909634,-3.6667432
"25175","AVENIDA DE MIGUEL HERNANDEZ - CALLE DEL PUERTO DE BALBARAN MADRID",40.3875802,-3.63999
"25176","CALLE DE LA ISLA DE TABARCA - AVENIDA DEL CARDENAL HERRERA ORIA MADRID",40.4768178,-3.7208449
"25177","CALLE DE BENJAMIN PALENCIA - CALLE DE BOADA MADRID",40.3959569,-3.6526942
"25178","CALLE DE NURIA - CALLE DE LA MASO MADRID",40.4966989,-3.7048426
"25179","CALLE DE HERNANDEZ MAS - AVENIDA DE ENTREVIAS MADRID",40.3823291,-3.6692728
"25180","CALLE DE LA BATALLA DEL SALADO - CALLE DE PEDRO UNANUE MADRID",40.4036984,-3.69584
"25181","CALLE DE SALVADOR ALLENDE - CALLE DEL JACOBEO MADRID",40.3641912,-3.7576372
"25182","CALLE DE BAILEN - CALLE DE SAN QUINTIN MADRID",40.419586,-3.7128766
"25183","CALLE DE LOS HERMANOS GARCIA NOBLEJAS - CALLE DE SANTO DOMINGO SAVIO MADRID",40.4310294,-3.633142
"25184","AVENIDA DE LA HISPANIDAD - CALLE DEL BALANDRO MADRID",40.4546383,-3.5896275
"25185","CALLE DE ALCALA - CALLE DE JOSEFA VALCARCEL MADRID",40.4357363,-3.642421
"25186","CALLE DE VICENTE ESPINEL - CALLE DE AMOS DE ESCALANTE MADRID",40.4357119,-3.641126
"25187","CALLE DE VILORIA DE LA RIOJA - CALLE DEL CAMPO DE LA ESTRELLA MADRID",40.5039429,-3.6721996
"25188","CALLE DE VILLASANDINO - CALLE DE VILLAMANIN MADRID",40.4073716,-3.7478483
"25189","CALLE DEL CANAL DE SUEZ - CALLE DE ORION MADRID",40.4748683,-3.5784744
"25190","CALLE DE ANTONIO CALVO - CALLE DE LA VIRGEN DE LOURDES MADRID",40.436097,-3.6560868
"25191","CALLE DE PIRRA - CARRETERA DE ACCESO A LA ESTACION DE O'DONNELL MADRID",40.4461316,-3.5934727
"25192","CALLE DE JUAN DE URBIETA - AVENIDA DEL MEDITERRANEO MADRID",40.407182,-3.6750235
"25193","CARRETERA DE ACCESO A LA ESTACION DE O'DONNELL - CALLE DE ALCALA MADRID",40.4387899,-3.6341231
"25194","CALLE DE SAN ANDRES - CALLE DE MANUELA MALASAÑA MADRID",40.4286276,-3.7033764
"25195","AVENIDA DE CONCHA ESPINA - CALLE DEL TURIA MADRID",40.4517201,-3.6827277
"25196","CALLE DEL MAR DE KARA - CALLE DE VALDETORRES DE JARAMA MADRID",40.4707729,-3.6443
"25197","CALLE DE PASTORA IMPERIO - AVENIDA DE SAN LUIS MADRID",40.4806322,-3.6745755
"25198","AVENIDA DE ANDALUCIA - CALLE DE EDUARDO BARREIROS MADRID",40.3731104,-3.6952157
"25199","GLORIETA DE RICARDO VELAZQUEZ BOSCO - AVENIDA DE LOS ANDES MADRID",40.4475933,-3.6260548
"25200","CALLE DE FELIX BOIX - PASEO DE LA CASTELLANA MADRID",40.4634089,-3.6890561
"25201","CALLE DE LA HIEDRA - ESTACION DE CHAMARTIN MADRID",40.4727817,-3.6791526
"25202","AVENIDA DE LOS MARTIRES MARISTAS - CALLE DEL AVIADOR FRANCO MADRID",40.4614239,-3.7226011
"25203","AVENIDA DE NICETO ALCALA ZAMORA - AVENIDA DE SANTO DOMINGO DE LA CALZADA MADRID",40.502799,-3.6623051
"25204","CALLE DEL CABO DE TARIFA - CALLE DE ESTEBAN CARROS MADRID",40.3707455,-3.6592548
"25205","CALLE DE LA SERENA - CALLE DE YUSTE MADRID",40.3763557,-3.6696491
"25206","CALLE DE LA ALHAMBRA - PLAZA DE ACHICORIA MADRID",40.4020813,-3.7448414
"25207","CALLE DE NURIA - CALLE DE PEÑA SIRIO MADRID",40.491388,-3.7047446
"25208","CALLE DEL PUERTO ALTO - CALLE DE NORBERTO MADRID",40.3923675,-3.6691017
"25209","CALLE  VIA LUSITANA - CALLE DE ONTANILLA MADRID",40.3754131,-3.7314417
"25210","CALLE DE SAN EUDALDO - CALLE DEL JARDIN DE LA DUQUESA MADRID",40.4060668,-3.6027208
"25211","PLAZA DE LOS TRES OLIVOS - CALLE DE AFUERAS A VALVERDE MADRID",40.4982401,-3.6924092
"25212","CALLE DE SANTIAGO DE COMPOSTELA - PLAZA DE VILLAFRANCA DE LOS BARROS MADRID",40.4808415,-3.712112
"25213","AVENIDA DE LA ALBUFERA - CALLEJON DEL ALGUACIL MADRID",40.3953585,-3.6635813
"25214","AVENIDA DE RAFAELA YBARRA - CALLE DE FERMIN DONAIRE MADRID",40.3796448,-3.7115093
"25215","CALLE DE AGUSTIN DE BETANCOURT - CALLE DE MARIA DE GUZMAN MADRID",40.4440546,-3.6951854
"25216","CALLE DE DULCINEA - AVENIDA DEL GENERAL PERON MADRID",40.4525835,-3.6993496
"25217","PASEO DE FEDERICO GARCIA LORCA - CALLE DE PICO MAMPODRE MADRID",40.3775422,-3.6210507
"25218","CARRETERA DE COLMENAR VIEJO - AVENIDA DE MONTECARMELO MADRID",40.5000218,-3.6975176
"25219","CALLE DEL COMANDANTE ZORITA - CALLE DE HERNANI MADRID",40.4481188,-3.6984779
"25220","CALLE DE ENCARNACION DEL PINO - CALLE DEL TALCO MADRID",40.346347,-3.7148149
"25221","CALLE DE LA VIRGEN DEL CASTAÑAR - CALLE DE LA VIRGEN DE LA PROVIDENCIA MADRID",40.4388101,-3.6500059
"25222","CALLE DE VILLACARRILLO - CALLE DE MARTOS MADRID",40.3759501,-3.6615442
"25223","CALLE DE LAS ISLAS BIKINI - CALLE DE OTERO Y DELAGE MADRID",40.476173,-3.7275374
"25224","CALLE DE LA ALFALFA - CALLE DE SANTIAGO CORDERO MADRID",40.4682223,-3.7019127
"25225","CALLE DE VILLABLANCA - CALLE DEL SACRIFICIO MADRID",40.4070993,-3.6039421
"25226","CALLE DE ARAMA - CALLE DE ARECHAVALETA MADRID",40.3522948,-3.6969495
"25227","CALLE DEL GENERAL ORGAZ - CALLE DEL GENERAL VARELA MADRID",40.454036,-3.6954497
"25228","CALLE DE POTOSI - CALLE DE BOLIVIA MADRID",40.4571596,-3.6779377
"25229","CALLE DE FERRAZ - PASEO DE MORET MADRID",40.4331774,-3.7237513
"25230","CALLE DE SALUSTIANO OLOZAGA - CALLE DE PEDRO MUÑOZ SECA MADRID",40.4167754,-3.7037902
"25231","PASEO DE EXTREMADURA - CALLE DE TURISMUNDO MADRID",40.4113036,-3.7349863
"25232","CALLE DEL CASTILLO DE OROPESA - CALLE DEL CASTILLO DE MADRIGAL DE LAS ALTAS TORRES MADRID",40.4284935,-3.627199
"25233","CALLE DE VEZA - CALLE DE SANTA VALENTINA MADRID",40.4658818,-3.6969528
"25234","CALLE DE VICENTE BLASCO IBAÑEZ - CALLE DE ISABEL CLARA EUGENIA MADRID",40.4947467,-3.6539768
"25235","PLAZA DE ISABEL II - CALLE DE ARRIETA MADRID",40.4184356,-3.7097539
"25236","CALLE DE BENITO GUTIERREZ - CALLE DE MARTIN DE LOS HEROS MADRID",40.43142,-3.7196612
"25237","CALLE  GRAN VIA - CALLE DE JACOMETREZO MADRID",40.4203024,-3.7059857
"25238","AVENIDA DE ESPINELA - CALLE DE PARVILLAS ALTAS MADRID",40.3450118,-3.7094473
"25239","CALLE DE JACINTO VERDAGUER - CALLE DE LOLA MEMBRIVES MADRID",40.3958502,-3.7161326
"25240","PASEO DE LA CASTELLANA - CALLE DE CARLOS MAURRAS MADRID",40.4619628,-3.6891901
"25241","CALLE DE JOSE GUTIERREZ MAROTO - AVENIDA DE SALMEDINA MADRID",40.3632802,-3.6054025
"25242","PLAZA DE CIUDAD LINEAL MADRID",40.4498774,-3.6510296
"25243","PASEO  IMPERIAL - RONDA DE SEGOVIA MADRID",40.41029,-3.71784
"25244","CALLE DE GUTENBERG - CALLE DE FUENTERRABIA MADRID",40.4064809,-3.6806001
"25245","CALLE DE JUAN IGNACIO LUCA DE TENA - CALLE DEL DOCTOR ZAMENHOF MADRID",40.4476895,-3.6277192
"25246","AVENIDA DE PABLO IGLESIAS - CALLE DE ALEJANDRO RODRIGUEZ MADRID",40.4565107,-3.712234
"25247","CALLE DE RICARDO ORTIZ - CALLE DE SAN MARCELO MADRID",40.4270261,-3.658038
"25248","CALLE DE FITERO - CALLE DE ZALACAIN MADRID",40.3720015,-3.689367
"25249","CALLE DE LOS ASTURIANOS - AVENIDA DE RAFAEL ALBERTI MADRID",40.3836537,-3.6432624
"25250","CALLE DE RECOLETOS - CALLE DE PRIM MADRID",40.4218866,-3.6917949
"25251","PASEO DE CAMOENS Y VALERO - PASEO DE RUPERTO CHAPI MADRID",40.432075,-3.7292713
"25252","CALLE DEL GENERAL IBAÑEZ DE IBERO - AVENIDA DE LA REINA VICTORIA MADRID",40.4467547,-3.7104774
"25253","CALLE DE AMERICO CASTRO - CALLE DE PRINCESA DE EBOLI MADRID",40.4922978,-3.6580504
"25254","CARRETERA A LA ESTACION DE HORTALEZA - AVENIDA DE LA VIRGEN DEL CARMEN MADRID",40.4753592,-3.649282
"25255","CALLE DEL CONDE DUQUE - GLORIETA DEL GRAN CAPITAN MADRID",40.4297179,-3.7088943
"25256","CALLE DE BALEARES - CALLE DEL PADRE OLTRA MADRID",40.3955498,-3.7136272
"25257","CALLE DE TRIBALDOS - CALLE DE TREFACIO MADRID",40.467733,-3.6336501
"25258","AVENIDA DE ENTREVIAS - CALLE  30  08RE MADRID",40.3917495,-3.6748806
"25259","AVENIDA DEL CERRO MILANO - CALLE DE ENTREPEÑAS MADRID",40.3650106,-3.611305
"25260","CALLE DE SIERRA DE PALOMERAS - CALLE DEL MONTE SANTO MADRID",40.376759,-3.62425
"25261","AVENIDA DE SAN DIEGO - CALLE DE SIERRA MOLINA MADRID",40.3871472,-3.6686095
"25262","CALLE DE PEDRO LABORDE - CALLE DE LA TIERRUCA MADRID",40.3853615,-3.6506493
"25263","CALLE DE SANTA ENGRACIA - PASEO DE EDUARDO DATO MADRID",40.4314101,-3.6974058
"25264","CALLE DE EUGENIA DE MONTIJO - CALLE DE MONSEÑOR OSCAR ROMERO MADRID",40.3814691,-3.7436937
"25265","AVENIDA DEL EURO - CALLE DEL OBOLO MADRID",40.369831,-3.7399276
"25266","AVENIDA DEL ENSANCHE DE VALLECAS - CAMINO DE LA SUERTE MADRID",40.3756913,-3.6179775
"25267","CALLE DE LA DULZAINA - CALLE DEL GOLFO DE SALONICA MADRID",40.4808058,-3.6623972
"25268","CALLE DEL DOCTOR LOZANO - PLAZA DEL DOCTOR LOZANO MADRID",40.4030605,-3.6610707
"25269","CALLE DE LA VIRGEN DE LOS DESAMPARADOS - CALLE DE TOTANES MADRID",40.3511022,-3.6987533
"25270","CALLE DE ABTAO - AVENIDA DEL MEDITERRANEO MADRID",40.4070711,-3.6737857
"25271","CALLE DE CUEVAS BAJAS - CALLE DE MOTRIL MADRID",40.368505,-3.6909992
"25272","CALLE DE CLARA CAMPOAMOR - CALLE DE ADEMUZ MADRID",40.3845458,-3.733471
"25273","GLORIETA DE JOSE FRANCISCO DE ISLA MADRID",40.4801462,-3.7131904
"25274","CALLE DE CARLOS Y GUILLERMO FERNANDEZ SHAW - CALLE  30  08RE MADRID",40.4045175,-3.6682716
"25275","CAMINO DE GANAPANES - CALLE DEL VALLE DE MENA MADRID",40.4698313,-3.7145302
"25276","CALLE DE LORENZO SAN NICOLAS - CALLE DE LUIS RUIZ MADRID",40.4329029,-3.6398684
"25277","CALLE DE SANTA VALENTINA - CALLE DE VEZA MADRID",40.4658818,-3.6969528
"25278","CALLE DE EDUARDO SAAVEDRA - AVENIDA DEL ARCO DE LA VICTORIA MADRID",40.4456489,-3.7313592
"25279","CALLE DEL SIL - CALLE DEL LEIZARAN MADRID",40.44829,-3.6825391
"25280","CALLE DE CINCOVILLAS - CALLE DE LA GRANJA DE SAN ILDEFONSO MADRID",40.3679948,-3.623549
"25281","CALLE DE SEBASTIAN ALVARO - CARRETERA DE CARABANCHEL A ARAVACA MADRID",40.3942758,-3.7720774
"25282","CALLE DE ARACNE - PARKING MADRID",40.4521924,-3.5842352
"25283","CALLE DE LA REPUBLICA ESLOVACA - CALLE DE TOSCANA MADRID",40.4177772,-3.6154471
"25284","CALLE DE SORZANO - CALLE DE AGASTIA MADRID",40.4523337,-3.656478
"25285","CALLE DEL GENERAL RODRIGO - CALLE DEL GENERAL DAVILA MADRID",40.4437637,-3.7141283
"25286","ACCESO DE LA CAÑADA REAL DE MERINAS A LA AV. DE LA HISPANIDAD - PLAZA DE EISENHOWER MADRID",40.4506701,-3.5777281
"25287","CALLE DEL ALCALDE SAINZ DE BARANDA - CALLE DE JUAN ESPLANDIU MADRID",40.4183021,-3.6658171
"25288","CALLE DE LA GRANJA DE SAN ILDEFONSO - AVENIDA DE VILLA VALLECAS MADRID",40.3672989,-3.6209404
"25289","CALLE DE LA SALLE - CALLE DE EL AURIGA MADRID",40.4675614,-3.7790891
"25290","CALLE DEL DUQUE DE SESTO - CALLE DEL DOCTOR ESQUERDO MADRID",40.4221524,-3.6690534
"25291","GLORIETA DE EMILIO CASTELAR - CALLE DEL GENERAL ORAA MADRID",40.4351346,-3.6887714
"25292","PASEO DE CAMOENS Y VALERO - PARQUE DEL OESTE MADRID",40.4310526,-3.7264037
"25293","CALLE DE ACEUCHAL - CALLE DE ALGABA MADRID",40.3916133,-3.7369353
"25294","CALLE DE ALFONSO GOMEZ - CALLE DE JULIAN CAMARILLO MADRID",40.4352021,-3.6267084
"25295","CALLE DE VITRUVIO - PASEO DE LA CASTELLANA MADRID",40.4413969,-3.6919153
"25296","CALLE DEL RIO SELLA - CALLE DE LAS ROSAS DE ARAVACA MADRID",40.4488327,-3.790275
"25297","PASEO DEL PRADO - CALLE DE VILLANUEVA MADRID",40.4229611,-3.690385
"25298","AVENIDA DE BETANZOS - CALLE DE LA BAÑEZA MADRID",40.4766662,-3.7117497
"25299","CALLE DE ALMANSA - AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALI MADRID",40.4494094,-3.7091985
"25300","CALLE DE VILLASTAR - CALLE DE LOS ESCRIBANOS MADRID",40.3430208,-3.7115716
"25301","CALLE DEL CAMPILLO - CALLE DE LA SOLANA DE LUCHE MADRID",40.4073611,-3.7329929
"25302","PLAZA DEL CORREGIDOR SANCHO DE CORDOBA - CALLE DEL ARROYO DE LAS PILILLAS MADRID",40.4075578,-3.6523725
"25303","CALLE DE SANTA PETRONILA - CALLE DE JUAN JOSE MARTINEZ SECO MADRID",40.349947,-3.692077
"25304","CALLE DE LA ALIANZA - CALLE DE LA UNANIMIDAD MADRID",40.3577337,-3.6851902
"25305","CALLE DE LOS LEONESES - AVENIDA DE PABLO NERUDA MADRID",40.3835685,-3.6483633
"25306","CALLE DE SANTA HORTENSIA - CALLE DEL PADRE CLARET MADRID",40.4456177,-3.6629815
"25307","CALLE DE NAVALPERAL - AVENIDA DE MIRAFLORES MADRID",40.4600703,-3.7293034
"25308","CALLE DE ALCALA - CALLE DE LOMBIA MADRID",40.426289,-3.672482
"25309","CAMINO DE VALDERRIBAS - CALLE DE JOSE PAULETE MADRID",40.3941106,-3.6552196
"25310","PASEO DEL PINTOR ROSALES - PLAZA DEL MARQUES DE CERRALBO MADRID",40.427922,-3.7217838
"25311","CALLE DE LABASTIDA - CALLE DE XAUDARO MADRID",40.489465,-3.6876824
"25312","CALLE DE SANTO DOMINGO - CALLE DE ALEJANDRO MORAN MADRID",40.3861587,-3.7323429
"25313","CALLE DE MARTINEZ IZQUIERDO - CALLE DE FRANCISCO ALTIMIRAS MADRID",40.4352574,-3.6640352
"25314","PARKING - COMPLEJO  ZONA COMERCIAL DE VICALVARO MADRID",40.4126805,-3.587277
"25315","CALLE DE VALDERRIBAS - CALLE DEL DOCTOR ESQUERDO MADRID",40.4032567,-3.6731328
"25316","CALLE DE VALCARLOS - PASEO DE SAN MILLAN DE LA COGOLLA MADRID",40.5023952,-3.6677689
"25317","CALLE DE LA ADUANA - CALLE DE LA MONTERA MADRID",40.4180648,-3.702602
"25318","PASEO DE LAS DELICIAS - PASEO DE SANTA MARIA DE LA CABEZA MADRID",40.3957595,-3.7041702
"25319","CALLE DE SAN CUGAT DEL VALLES - CALLE DE AFUERAS A VALVERDE MADRID",40.4976654,-3.6929762
"25320","CALLE DE FEDERICO GRASES - CALLE DEL DIARIO LA NACION MADRID",40.3770446,-3.7465685
"25321","AVENIDA DE PABLO IGLESIAS - PASEO DE SAN FRANCISCO DE SALES MADRID",40.4460086,-3.7073128
"25322","CALLE DE RAMIREZ DE ARELLANO - CALLE DE ARTURO SORIA MADRID",40.450098,-3.6516857
"25323","CALLE DE LAS FUENTES - CALLE DEL ARENAL MADRID",40.4177835,-3.7085565
