"","lon","lat"
"178",-3.6940456,40.345128
"179",-3.7010881,40.4264636
"180",-3.6700087,40.4407256
"181",-3.690194,40.4651565
"182",-3.7245946,40.4856447
"183",-3.7682951,40.3963208
"184",-3.7214343,40.4261634
"185",-3.6900184,40.4353608
"186",-3.7616558,40.3873699
"187",-3.6832489,40.4253674
"188",-3.6545215,40.4422881
"189",-3.6891862,40.4531508
"190",-3.7127918,40.4415103
"191",-3.7535676,40.4587719
"192",-3.6319812,40.4071755
"193",-3.693695,40.4610242
"194",-3.7028509,40.4529964
"195",-3.7008983,40.4301449
"196",-3.6682459,40.3979833
"197",-3.6260834,40.4512274
"198",-3.6700087,40.4407256
"199",-3.7032966,40.4496809
"200",-3.6810846,40.3960779
"201",-3.7682951,40.3963208
"202",-3.6916087,40.4499767
"203",-3.6961418,40.4283092
"204",-3.6524321,40.4515231
"205",-3.7072593,40.5014561
"206",-3.6748806,40.3917495
"207",-3.7174407,40.4397668
"208",-3.72289,40.48055
"209",-3.6510521,40.4871176
"210",-3.713501,40.4017704
"211",-3.6886419,40.4712167
"212",-3.5859754,40.4693819
"213",-3.7154909,40.4245526
"214",-3.6909877,40.4566281
"215",-3.6992089,40.4540678
"216",-3.6253819,40.4664873
"217",-3.751667,40.393417
"218",-3.705695,40.3831094
"219",-3.7449778,40.3987842
"220",-3.5789032,40.3933057
"221",-3.6838958,40.4247637
"222",-3.7753691,40.3739866
"223",-3.6995358,40.4610213
"224",-3.7076925,40.4310274
"225",-3.6276983,40.3832138
"226",-3.6643525,40.418425
"227",-3.6710382,40.4272164
"228",-3.7071347,40.4409269
"229",-3.6763138,40.442553
"230",-3.68387,40.4262
"231",-3.6495985,40.4678558
"232",-3.6964204,40.3433182
"233",-3.7207544,40.3682165
"234",-3.6063507,40.4353447
"235",-3.6784475,40.4521014
"236",-3.7557978,40.3903352
"237",-3.7024276,40.4172093
"238",-3.6603112,40.4545005
"239",-3.6351692,40.463163
"240",-3.61244,40.38042
"241",-3.7630476,40.3857628
"242",-3.7071221,40.409631
"243",-3.7023056,40.4367972
"244",-3.6290418,40.4718134
"245",-3.6748806,40.3917495
"246",-3.6775864,40.5057769
"247",-3.6334099,40.3840852
"248",-3.6904564,40.4456432
"249",-3.7401567,40.3844293
"250",-3.6470496,40.4262025
"251",-3.6738129,40.4583025
"252",-3.6947067,40.4149307
"253",-3.6145557,40.4499662
"254",-3.7195285,40.3958914
"255",-3.7043853,40.4417788
"256",-3.7066258,40.4204084
"257",-3.6634726,40.4163268
"258",-3.5428541,40.3987351
"259",-3.69058,40.426843
"260",-3.6095023,40.4241229
"261",-3.688541,40.47196
"262",-3.68963,40.42015
"263",-3.6830948,40.4485761
"264",-3.6504821,40.4289016
"265",-3.6088573,40.448665
"266",-3.7079674,40.3703967
"267",-3.6513933,40.3739954
"268",-3.627895,40.3788879
"269",-3.7520645,40.3882438
"270",-3.7041291,40.4477867
"271",-3.7085986,40.4386752
"272",-3.7487472,40.4568645
"273",-3.6577299,40.4108539
"274",-3.6974217,40.4062884
"275",-3.7008512,40.4386575
"276",-3.6595472,40.458676
"277",-3.6541812,40.3932681
"278",-3.6842302,40.422225
"279",-3.6095013,40.3792788
"280",-3.6665421,40.405764
"281",-3.7024839,40.4546935
"282",-3.7031043,40.451188
"283",-3.59035,40.39504
"284",-3.6925114,40.3587157
"285",-3.7177678,40.4205616
"286",-3.6751969,40.4356527
"287",-3.6927108,40.4091779
"288",-3.7292486,40.3826326
"289",-3.71665,40.39802
"290",-3.6886617,40.4624709
"291",-3.7328183,40.4111523
"292",-3.7086286,40.42155
"293",-3.7140357,40.4775436
"294",-3.650029,40.3973419
"295",-3.5855296,40.4125981
"296",-3.695091,40.388462
"297",-3.6431232,40.4281675
"298",-3.6573699,40.4065833
"299",-3.6748806,40.3917495
"300",-3.6428089,40.3839757
"301",-3.7178125,40.3856398
"302",-3.6509573,40.4331796
"303",-3.7043669,40.446587
"304",-3.6581447,40.4318636
"305",-3.7391786,40.4812879
"306",-3.7049324,40.4418151
"307",-3.6748806,40.3917495
"308",-3.735648,40.3821777
"309",-3.6186537,40.4182912
"310",-3.6982624,40.3810992
"311",-3.6931494,40.4384009
"312",-3.5884037,40.3670515
"313",-3.6230755,40.3736655
"314",-3.66779,40.44254
"315",-3.6032218,40.4511268
"316",-3.6106505,40.4162262
"317",-3.6838166,40.4215064
"318",-3.6658905,40.4007788
"319",-3.6942988,40.3929998
"320",-3.7487472,40.4568645
"321",-3.63411,40.44392
"322",-3.757858,40.3941322
"323",-3.6521614,40.3843092
"324",-3.6896725,40.4481654
"325",-3.7156236,40.4557059
"326",-3.7194839,40.3853467
"327",-3.6910144,40.4257437
"328",-3.6891862,40.4060877
"329",-3.653685,40.424158
"330",-3.7159834,40.3907555
"331",-3.7089378,40.4224128
"332",-3.6905492,40.4455553
"333",-3.7207544,40.3682165
"334",-3.6748899,40.4038999
"335",-3.7023056,40.4425995
"336",-3.6389749,40.4672814
"337",-3.7133119,40.4349239
"338",-3.7532031,40.3705847
"339",-3.6767699,40.4607916
"340",-3.6994713,40.4128575
"341",-3.6938057,40.3658743
"342",-3.7176172,40.3976599
"343",-3.6443247,40.407288
"344",-3.6851744,40.3639795
"345",-3.7793187,40.4527031
"346",-3.640875,40.4275178
"347",-3.665092,40.3903283
"348",-3.6320861,40.4851142
"349",-3.6402988,40.4708052
"350",-3.6886176,40.4070597
"351",-3.7031562,40.4523801
"352",-3.7346817,40.3946575
"353",-3.6773496,40.3378272
"354",-3.7170403,40.38668
"355",-3.7138831,40.3809276
"356",-3.7165979,40.4487611
"357",-3.6890288,40.4159349
"358",-3.6793055,40.4347429
"359",-3.6774336,40.4581366
"360",-3.68443,40.4216498
"361",-3.5872721,40.3329691
"362",-3.6917359,40.4412046
"363",-3.6138637,40.4381917
"364",-3.6970239,40.470565
"365",-3.7079465,40.4059576
"366",-3.6732226,40.438906
"367",-3.6983433,40.4653024
"368",-3.5934356,40.446989
"369",-3.6717098,40.3880869
"370",-3.6871481,40.4292842
"371",-3.6984484,40.4319327
"372",-3.6675065,40.3973951
"373",-3.70271,40.37126
"374",-3.6344947,40.4387752
"375",-3.686685,40.4746662
"376",-3.729962,40.3946033
"377",-3.7346699,40.3897411
"378",-3.6839698,40.4671533
"379",-3.7488366,40.4197419
"380",-3.6706822,40.4308077
"381",-3.67429,40.37969
"382",-3.69576,40.4276272
"383",-3.5934666,40.4462627
"384",-3.697498,40.4418172
"385",-3.6932818,40.41951
"386",-3.6937456,40.4295155
"387",-3.6438151,40.4579801
"388",-3.6065084,40.4494322
"389",-3.6983715,40.460666
"390",-3.6411052,40.3913539
"391",-3.6298988,40.4638942
"392",-3.7034002,40.4048073
"393",-3.7156231,40.3909862
"394",-3.7155344,40.4344184
"395",-3.6576846,40.4493018
"396",-3.6455773,40.4343375
"397",-3.6035028,40.361074
"398",-3.7000957,40.4560449
"399",-3.6907778,40.4028662
"400",-3.7017492,40.4081157
"401",-3.6720272,40.4569343
"402",-3.7030246,40.4729508
"403",-3.6983715,40.460666
"404",-3.6993774,40.4059197
"405",-3.7027359,40.4383774
"406",-3.6367396,40.4319659
"407",-3.6867124,40.4330452
"408",-3.61716,40.3627438
"409",-3.565147,40.4467617
"410",-3.7138821,40.3409546
"411",-3.6996945,40.4176226
"412",-3.6986274,40.4466555
"413",-3.7131485,40.4353199
"414",-3.5777361,40.4734881
"415",-3.5662588,40.4459664
"416",-3.7061693,40.429603
"417",-3.6543253,40.4042403
"418",-3.7117799,40.3951043
"419",-3.74884,40.37635
"420",-3.7485301,40.37787
"421",-3.6600926,40.3967527
"422",-3.7043174,40.4348961
"423",-3.7778672,40.5209454
"424",-3.7139588,40.4646646
"425",-3.6727001,40.4232261
"426",-3.7048293,40.4490225
"427",-3.6488106,40.4330275
"428",-3.7768841,40.3946132
"429",-3.6430779,40.3840832
"430",-3.6629815,40.4456177
"431",-3.75458,40.3939612
"432",-3.7720037,40.3775538
"433",-3.7740511,40.3965245
"434",-3.6764567,40.4450686
"435",-3.6968168,40.4579372
"436",-1.3469247,42.8753812
"437",-3.6853247,40.4362562
"438",-3.6610231,40.4364559
"439",-3.7253079,40.4769676
"440",-3.632664,40.3839243
"441",-3.6443266,40.3828069
"442",-3.7437274,40.3953768
"443",-3.7357291,40.4316436
"444",-3.6899313,40.4256077
"445",-3.5823765,40.4677055
"446",-3.6545879,40.4441013
"447",-3.6812249,40.4214147
"448",-3.7517711,40.3959305
"449",-3.6978821,40.4063228
"450",-3.702565,40.5042618
"451",-3.691325,40.4384
"452",-3.64842,40.4680069
"453",-3.6650699,40.3812786
"454",-3.6687797,40.424662
"455",-3.6752222,40.4418091
"456",-3.6476491,40.4289609
"457",-3.6770072,40.4024572
"458",-3.7058062,40.4832475
"459",-3.6390205,40.405993
"460",-3.7103365,40.4487926
"461",-3.7090822,40.3837947
"462",-3.700989,40.399045
"463",-3.6163354,40.4333397
"464",-3.653315,40.4678418
"465",-3.7145302,40.4698313
"466",-3.6881248,40.4239844
"467",-3.6827164,40.4424337
"468",-3.6293097,40.4343741
"469",-3.6923608,40.4549911
"470",-3.7155655,40.3666231
"471",-3.7143586,40.4414258
"472",-3.6224027,40.4534389
"473",-3.720314,40.4292721
"474",-3.6491166,40.4726247
"475",-3.6810991,40.3945811
"476",-3.7558087,40.369187
"477",-3.7133551,40.4218162
"478",-3.6749068,40.4345242
"479",-3.6874097,40.4278753
"480",-3.6493688,40.4552501
"481",-3.6495928,40.4083495
"482",-3.6813903,40.4516802
"483",-3.715606,40.3738512
"484",-3.6472635,40.4456365
"485",-3.6392859,40.4758249
"486",-3.7107344,40.3852848
"487",-3.6682547,40.3874768
"488",-3.6405221,40.3722048
"489",-3.6777506,40.4027529
"490",-3.7331973,40.4131784
"491",-3.7326694,40.4090887
"492",-3.6978613,40.3823144
"493",-3.6057216,40.4494362
"494",-3.6576344,40.3882699
"495",-3.6880879,40.4588647
"496",-3.7412431,40.3900374
"497",-3.6951881,40.4463527
"498",-3.6740148,40.4023186
"499",-3.6993317,40.4835777
"500",-3.78451,40.46439
"501",-3.6202222,40.4028215
"502",-3.7082381,40.4471566
"503",-3.6934097,40.4126151
"504",-3.6378096,40.4679247
"505",-3.6516054,40.3883184
"506",-3.6635674,40.3577929
"507",-3.6225283,40.4345709
"508",-3.7055662,40.4433343
"509",-3.6624659,40.4268238
"510",-3.6721667,40.4322174
"511",-3.7014739,40.4574847
"512",-3.7091985,40.4494094
"513",-3.6762321,40.4183519
"514",-3.6742374,40.4233021
"515",-3.6904169,40.4541814
"516",-3.659567,40.4315929
"517",-3.7282131,40.4482371
"518",-3.7201076,40.4029367
"519",-3.7026919,40.4339843
"520",-3.6711931,40.4652695
"521",-3.7101978,40.4352004
"522",-3.7561131,40.3916866
"523",-3.7159636,40.4207585
"524",-3.6894171,40.4352356
"525",-3.6697259,40.5005796
"526",-3.7067577,40.4453051
"527",-3.6919153,40.4413969
"528",-3.6554442,40.4033532
"529",-3.6906265,40.4586725
"530",-3.6717859,40.4317619
"531",-3.699982,40.388178
"532",-3.7153812,40.4966781
"533",-3.695445,40.4245678
"534",-3.6928152,40.4595762
"535",-3.6632534,40.5062387
"536",-3.7208723,40.474344
"537",-3.7165521,40.3490697
"538",-3.5819193,40.4725037
"539",-3.7248147,40.4889553
"540",-3.6386607,40.4698608
"541",-3.6909114,40.4491507
"542",-3.712332,40.3708169
"543",-3.704188,40.4781895
"544",-3.7349863,40.4113036
"545",-3.6996684,40.4197495
"546",-3.7402504,40.3924864
"547",-3.7051689,40.4314293
"548",-3.71274,40.47928
"549",-3.7390971,40.3629584
"550",-3.6516033,40.4260459
"551",-3.5844526,40.4744504
"552",-3.71934,40.37465
"553",-3.6727418,40.4953873
"554",-3.6898172,40.3724897
"555",-3.6621538,40.4422833
"556",-3.7063273,40.3857847
"557",-3.6924161,40.3418744
"558",-3.7561131,40.3916866
"559",-3.7081743,40.4400528
"560",-3.7070189,40.4517312
"561",-3.6554155,40.4107684
"562",-3.6919769,40.4092713
"563",-3.6146627,40.4310096
"564",-3.716089,40.3465816
"565",-3.6722902,40.4475923
"566",-3.7120856,40.4776651
"567",-3.7262209,40.413909
"568",-3.683705,40.4303042
"569",-3.7248752,40.3927992
"570",-3.6722149,40.4042445
"571",-3.6683408,40.4279209
"572",-3.6778214,40.4184328
"573",-3.6675389,40.3815959
"574",-3.7114501,40.4833427
"575",-3.7030993,40.3991661
"576",-3.6854036,40.4599894
"577",-3.6616314,40.3943325
"578",-3.6785951,40.4417635
"579",-3.6697162,40.4114384
"580",-3.6265105,40.422158
"581",-3.6639712,40.3925862
"582",-3.6787783,40.4516697
"583",-3.7476362,40.3828642
"584",-3.6913957,40.4669484
"585",-3.6973569,40.3501426
"586",-3.683657,40.4076473
"587",-3.725673,40.4250173
"588",-3.6904169,40.4541814
"589",-3.7117567,40.3357892
"590",-3.640399,40.4302355
"591",-3.6750797,40.3942868
"592",-3.6817217,40.446622
"593",-3.7112451,40.3818075
"594",-3.6263472,40.3786437
"595",-3.6691031,40.4187611
"596",-3.7054799,40.381054
"597",-3.7318614,40.3930928
"598",-3.6517418,40.3933144
"599",-3.739038,40.370817
"600",-3.7271184,40.448368
"601",-3.6886357,40.4305488
"602",-3.703082,40.3896234
"603",-3.6753011,40.4057481
"604",-3.7064045,40.4643167
"605",-3.6910364,40.3913478
"606",-3.6807394,40.4564775
"607",-3.6912593,40.4351634
"608",-3.6980248,40.4567239
"609",-3.6797674,40.4304651
"610",-3.6718557,40.3845011
"611",-3.6789495,40.4386957
"612",-3.6527516,40.3782326
"613",-3.7227609,40.3736496
"614",-3.6718522,40.4376935
"615",-3.6963026,40.429253
"616",-3.7153123,40.4377521
"617",-3.6990421,40.4419538
"618",-3.7396496,40.4748563
"619",-3.6654456,40.3790766
"620",-3.7003408,40.4465831
"621",-3.6388324,40.3867116
"622",-3.6909114,40.4491507
"623",-3.6964328,40.4186962
"624",-3.7042082,40.4386777
"625",-3.7773982,40.3894777
"626",-3.5776695,40.4511543
"627",-3.6997094,40.4650182
"628",-3.7344002,40.398823
"629",-3.6963146,40.4077304
"630",-3.7185053,40.4273929
"631",-3.6966804,40.4509137
"632",-3.6899313,40.4256077
"633",-3.7048426,40.4966989
"634",-3.6799285,40.42172
"635",-3.7031064,40.4656034
"636",-3.6692874,40.3888514
"637",-3.6746317,40.4182713
"638",-3.7130389,40.4364048
"639",-3.7374678,40.3708526
"640",-3.7813836,40.375666
"641",-3.7724585,40.3624872
"642",-3.6852884,40.4671291
"643",-3.6931236,40.3530968
"644",-3.7160146,40.3976391
"645",-3.6472077,40.4335544
"646",-3.7109869,40.408063
"647",-3.62425,40.376759
"648",-3.665055,40.4819374
"649",-3.6219794,40.4389516
"650",-3.6400824,40.4751205
"651",-3.6368542,40.4671165
"652",-3.7057271,40.3896717
"653",-3.6453456,40.4446935
"654",-3.6909932,40.4251807
"655",-3.6232261,40.3741824
"656",-3.6855396,40.4238531
"657",-3.6973866,40.3896498
"658",-3.6638782,40.3984978
"659",-3.6589164,40.4052556
"660",-3.6752312,40.4354406
"661",-3.7282985,40.4726709
"662",-3.6448907,40.4469238
"663",-3.720572,40.3919098
"664",-3.6773542,40.4375373
"665",-3.6802332,40.4235989
"666",-3.7175757,40.4473051
"667",-3.6306455,40.4399344
"668",-3.664253,40.4779003
"669",-3.6913909,40.4461048
"670",-3.6449207,40.4346519
"671",-3.7275435,40.3947796
"672",-3.694435,40.3707299
"673",-3.6796414,40.3945153
"674",-3.6652233,40.3825326
"675",-3.6963026,40.429253
"676",-3.7282131,40.4482371
"677",-3.7272445,40.3734717
"678",-3.6162854,40.4389241
"679",-3.6644166,40.3957987
"680",-3.702982,40.453506
"681",-3.7000105,40.4306095
"682",-3.6464929,40.4679095
"683",-3.6499552,40.4475837
"684",-3.6905253,40.4473871
"685",-3.683997,40.4850408
"686",-3.7037902,40.4167754
"687",-3.7178668,40.3344008
"688",-3.6947809,40.4428365
"689",-3.6827499,40.39378
"690",-3.6935287,40.4153082
"691",-3.6377664,40.4698019
"692",-3.7251023,40.4007938
"693",-3.6843057,40.4230656
"694",-3.6955349,40.4709598
"695",-3.7418894,40.3682097
"696",-3.7103705,40.3460773
"697",-3.69347,40.36196
"698",-3.6701478,40.4084795
"699",-3.7078966,40.4215151
"700",-3.69367,40.36059
"701",-3.7208723,40.474344
"702",-3.7263829,40.3822041
"703",-3.6908068,40.4516647
"704",-3.7649751,40.3972932
"705",-3.6440954,40.3890532
"706",-3.6631919,40.3972035
"707",-3.668696,40.4067088
"708",-3.7724585,40.3624872
"709",-3.6908068,40.4516647
"710",-3.667985,40.3820752
"711",-3.688526,40.4065184
"712",-3.639291,40.4321171
"713",-3.6618692,40.3801947
"714",-3.5934727,40.4461316
"715",-3.6912214,40.4231365
"716",-3.6843783,40.422337
"717",-3.630558,40.4626118
