0 86.9751773049645	0 122.311848958333	0 131.174946581197	0 200.201160337553	0 169.330825617284	0 337.447127937337	0 187.961143695015	0 102.167824074074	0 149.376590330789	0 348.711557539683	0 315.981359649123	0 346.568943298969	0 397.155257936508	0 368.146124031008	0 383.849702380952	0 238.533135509397	0 542.85844017094	0 405.456439393939	0 500.151864035088	0 461.440740740741	0 255.665315315315	0 256.328419328419	0 314.090422453704	0 367.874634502924	0 403.130228136882	0 304.648674242424	0 364.959896983076	0 207.353632478632	0 418.313679245283	0 355.706922162805	0 190.590635738832	0 207.982997481108	0 395.858024691358	0 481.153009259259	0 275.343616452991	0 234.785044824776	0 242.302145708583	0 156.278009259259	0 220.129370629371	1 598.421439060206	0 252.183232931727	0 300	0 193.570138888889	1 281.090608465608	0 286.064236111111	3 308.631799768519	0 326.980180806676	0 432.33945686901	0 259.882420091324
0 114.84219858156	0 163.261089152394	0 177.655448717949	1 277.579335016835	0 283.727719907407	0 507.430013020833	0 293.299083453931	0 154.709490740741	0 213.626262626263	0 448.340029761905	0 451.676535087719	0 510.398550724638	0 594.573908730159	0 557.593847352025	0 494.379464285714	0 326.554154302671	0 724.528044871795	0 579.579861111111	0 659.667214912281	0 691.796621621622	0 333.082592592593	0 391.410350448248	0 444.674334490741	0 528.136147660819	0 579.453598484848	0 474.883522727273	0 563.238703703704	0 321.360844017094	0 552.036231884058	0 446.127949183303	0 250.286553524804	1 302.544673539519	0 542.198333333333	0 688.985648148148	0 410.488782051282	0 279.344105691057	1 304.783634538153	0 208.116203703704	0 273.627551020408	0 795.990625	0 346.739239239239	0 300	0 228.894444444444	0 351.455522486773	0 318.78869047619	0 413.867042824074	3 480.209722222222	0 538.720085470085	0 377.162068965517
0 133.343971631206	6 175.701397990389	0 187.580929487179	0 305.776094276094	0 323.909143518519	0 576.606336805556	0 333.625759700795	0 170.340277777778	0 235.104482323232	0 467.65625	0 495.574744152047	0 565.211460855529	0 667.514880952381	0 622.631558641975	0 540.680803571429	0 358.524336283186	1 797.263621794872	0 650.411931818182	0 723.186951754386	0 759.970703125	0 361.810606060606	0 425.281100478469	0 491.517071759259	0 582.628837719298	0 636.698232323232	2 530.497159090909	0 622.941924778761	0 366.596688034188	0 535.641224188791	2 476.937537268933	1 251.865026595745	0 320.23952991453	0 586.741496598639	0 742.479398148148	0 456.827323717949	0 301.372967479675	0 334.301575203252	0 224.851157407407	0 266.31935483871	0 813.586458333333	0 375.929179179179	0 300	0 252.697222222222	0 381.29580026455	0 349.262400793651	0 441.077256944444	0 502.315277777778	0 565.886217948718	0 403.157986111111
0 139.515957446808	0 182.314220183486	0 191.14155982906	1 332.842276936027	0 359.608506944444	0 617.620056497175	2 364.475858867224	0 179.770833333333	0 256.317866161616	0 503.141121031746	0 532.49451754386	0 610.837862318841	0 726.641369047619	0 716.603780864198	0 566.462797619048	0 383.281065088757	0 864.682425213675	0 685.056818181818	0 762.771381578947	0 816.29296875	0 498.626089324619	0 442.421489197531	0 504.100908025776	0 606.555372807018	0 666.550505050505	2 550.5	0 673.671840354767	0 483.539797008547	0 594.061688311688	0 481.78125	0 260.839912280702	2 327.850421940928	0 606.271646859083	0 781.059953703704	0 520.325053418803	0 331.048528241846	5 356.23820754717	2 224.211111111111	0 270.237261146497	0 887.038541666667	0 392.749004975124	0 300	0 266.972916666667	0 394.13707010582	0 353.736607142857	0 456.847222222222	0 506.8625	0 579.494925213675	0 416.560763888889
0 130.885416666667	0 184.183486238532	1 196.481036324786	1 355.533985690236	0 341.270003903201	0 522.709852430556	0 365.944405756732	0 162.28125	0 243.013573232323	0 505.573660714286	0 587.544956140351	0 542.604503943545	0 486.123511904762	0 720.833719135802	0 524.859375	0 362.233630952381	0 770.453525641026	1 667.342487373737	1 555.993703703704	0 642.272444444444	0 543.524245689655	0 399.984108527132	0 467.946759259259	1 556.241228070175	0 593.900628930818	0 461.993055555556	0 510.118401206637	0 550.368856837607	0 553.963924963925	0 491.99231884058	2 215.187558685446	43 263.428138528139	0 400.176270685579	0 624.711284230406	1 517.881143162393	18 298.613181089744	0 343.968909276249	0 214.216573816156	0 273.116013071895	0 641.42735042735	3 388.171671671672	0 300	0 255.835416666667	0 386.780483764082	0 338.678819444444	0 428.386429398148	0 432.271296296296	0 558.944711538462	0 407.140410958904
0 98.9663120567376	0 139.62020069808	0 144.996260683761	0 217.735269360269	0 194.831965611567	0 369.552763272411	0 215.380853036625	0 107.920138888889	1 171.511363636364	0 357.503720238095	4 350.904057017544	0 375.60248447205	0 425.386408730159	0 419.015046296296	0 418.036458333333	1 278.771329365079	0 606.371794871795	0 461.028409090909	0 549.399305555556	0 508.046779808529	2 358.618144586895	0 266.372389791183	0 331.768663194444	0 408.053728070175	0 449.82196969697	0 369.769886363636	0 413.230316409124	0 305.867254273504	0 437.811827956989	0 376.089484475688	0 185.668185763889	0 234.006666666667	0 426.893746462932	0 523.929861111111	0 345.559027777778	0 244.421330089213	0 251.802331349206	0 173.866991643454	0 206.978618421053	10 596.245833333333	0 242.263888888889	0 300	0 209.53125	0 304.233134920635	0 280.521577380952	0 330.811631944444	0 347.374768518519	0 426.491214057508	0 269.327625570776
0 98.1475694444444	0 133.975816993464	0 178.331730769231	0 245.30744949495	0 258.339615233608	0 454.424913194444	0 258.278126452813	0 123.78125	0 185.29577020202	0 375.005208333333	0 409.708333333333	1 479.441543816544	0 554.174107142857	0 508.44637345679	0 462.892609126984	0 289.209077380952	0 667.315972222222	0 521.767045454545	0 678.974780701754	0 629.3671875	0 409.049145299145	0 305.389467592593	0 382.98755787037	0 461.976425438596	0 538.739267676768	0 419.177083333333	0 549.342387287509	0 380.215010683761	0 495.528560250391	0 423.43630017452	0 201.751857010214	0 250.665131578947	0 503.083472222222	0 611.685185185185	0 409.171073717949	0 252.525326797386	0 271.184223541048	0 194.693055555556	0 223.882165605096	0 690.711805555556	0 268.722222222222	0 300	0 193.060416666667	0 308.809307795699	0 287.674107142857	0 367.669560185185	0 403.321990740741	0 460.963258785943	0 273.765410958904
0 92.90625	0 126.893355119826	0 135.944711538462	1 214.109039190898	0 200.178052610915	0 379.205236853542	0 206.767765310893	1 121.579861111111	0 181.165404040404	0 359.850942460317	0 358.431469298246	0 408.949426699427	0 469.394841269841	0 441.202546296296	0 433.371279761905	0 282.478422619048	0 654.657318376068	0 484.939078282828	0 590.245796783626	0 538.169921875	0 382.560096153846	0 294.566279069767	0 368.124131944444	0 435.082419590643	0 497.256020278834	1 391.250946969697	0 452.29637841833	0 339.087873931624	0 447.857357357357	0 420.113356766257	0 212.254233511586	1 265.142857142857	0 442.5382996633	0 561.346759259259	0 381.02577457265	0 249.749596448749	1 276.753720238095	0 198.263194444444	0 242.277243589744	0 520.228691019787	0 342.321821821822	0 300	0 182.859027777778	0 313.439930555556	3 295.688244047619	0 358.535445601852	1 370.638054363376	7 473.680732484076	0 297.614942528736
0 199.578014184397	0 220.13167104112	0 208.735844017094	0 336.897411616162	0 350.019320843091	0 629.322048611111	0 367.659207459207	0 263.027777777778	0 337.590277777778	0 565.380952380952	3 556.067434210526	0 622.552557953637	0 733.074404761905	0 789.564043209877	0 627.253720238095	0 419.604599406528	0 919.395833333333	0 723.682765151515	0 779.549342105263	0 843.985026041667	0 593.333689458689	0 445.44637345679	0 512.061197916667	0 583.617324561404	0 644.643308080808	0 570.222537878788	2 670.17459439528	0 589.16266025641	0 581.331746031746	0 549.188734030197	1 325.715073529412	1 392.589460784314	0 652.677638888889	23 785.90787037037	0 570.441506410256	0 308.556707317073	0 335.56256181998	0 214.803703703704	0 285.187898089172	0 838.477163461538	0 413.405721393035	0 300	0 266.260416666667	0 407.365514905149	0 354.183035714286	0 462.791232638889	11 509.75681492109	6 594.89797008547	0 462.138505747126
0 196.807291666667	0 222.957836644592	0 204.184294871795	2 343.494739057239	5 362.326785714286	1 655.816189236111	0 383.559027777778	0 262.329861111111	0 346.57319391635	0 585.735606060606	0 567.541118421053	0 643.474989995998	0 779.053075396825	0 822.406589147287	0 638.811868686869	0 428.869791666667	0 924.348557692308	0 751.761363636364	0 809.248720760234	0 920.645833333333	0 612.760861823362	0 458.657021604938	0 530.313946759259	0 604.365679824561	4 667.954545454545	0 589.536931818182	1 707.126835535977	0 620.393429487179	0 625.158819133034	0 560.504645760743	0 340.986315359477	0 414.946282679739	1 691.664722222222	0 827.989583333333	0 597.530048076923	0 326.418284789644	0 344.699253731343	0 220.646296296296	2 300.729032258065	3 1000.75729166667	0 424.75	0 300	0 280.279861111111	0 428.315476190476	0 378.30505952381	0 483.56322337963	0 527.434777462121	0 603.869957537155	0 472.507523148148
