0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 1 0 0 0 0 0 0 0 0 0 3 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 42 4 0 1 0 0 4 0 0 0 0 0 2 0 0 0 1 0
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 2 42 0 0 1 0 0 0 0 0 6 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 11 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 11 0 0 0 0 0 0 0 0 0
0 0 0 7 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 1 0 0 2 0 0 0 0 3 0 1 0 3
0 0 0 0 0 23 0 0 0 0 3 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 11 0 0
0 3 0 2 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 14 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 3 2 0 0 0 0 0 0 0 2 1 0 0 0 0 0
0 0 0 3 3 25 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 1 0 0 0 0 42 4 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 7 0 2 0 0 0 0 0 0 0 0 0 0 9 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 3 0 0 2 1 0
0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 6 14 0 0 0 0 0 0 36 0 2 0 0 1 8 0 2 0 0 0 1 0 5 3 0 0 0 43 17 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 2
0 0 0 0 0 16 0 0 0 0 0 1 0 0 1 0 0 2 0 0 9 0 6 1 0 0 0 0 0 0 0 42 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0
0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 6 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 4 0
0 0 1 0 5 23 0 0 0 0 0 0 36 0 0 0 0 0 0 0 11 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 6 0 0 1 0 4
0 0 0 0 9 6 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 1 3 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 14 0 0 0 0 0 0 0 2 0 0 6 0 0 0 0 0
0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 7 0 0 0 0 0 1 3 0 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0
1 0 0 0 0 5 1 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 9 0 0 0 0 0 11 0 0 0 0 1 0 0 0 0
0 0 2 0 0 6 0 0 0 0 0 1 1 0 0 0 0 0 11 0 1 0 0 2 0 0 0 0 0 0 0 42 0 0 0 0 1 0 0 2 0 0 0 3 0 0 8 0 0
0 0 0 0 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 1 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 4 0 1 0 0 0 0 1 0 9 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 4 0
0 0 0 0 0 0 1 0 0 0 0 0 0 0 15 0 0 0 2 0 0 3 0 0 0 0 7 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 1 2 0 2 2 0
0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 3 13 0 0 0 0 0 0 6 1 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 5 0 0 9 0 0 0 0 0 0 0 0 0 2 0 1 3 0 0 6 0 0 0 0 0 7 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0
0 0 0 1 0 0 0 0 0 2 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0
0 1 0 1 0 3 0 0 0 0 0 0 1 0 15 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 1 0 7 0 0 0 0 0 0 0 0 0
0 0 0 1 0 0 1 0 0 0 0 0 3 0 0 0 0 9 5 0 0 0 0 0 1 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 9 4 2 0 0 1 0 0 0 0 0 0 0 0 2 2 9 0 0 2 0 0 0 0 0 0 0 0 2 2 0 0
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 1 0 0 0 9 0 0 0 0 0 0 11 0 0 0 0 0 0 0 5 0 0 3 1
0 0 0 0 0 2 0 0 0 1 0 8 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0
0 0 0 0 0 1 0 2 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 1 0 1 1 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1
0 0 0 0 0 1 0 0 0 0 0 8 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
0 0 0 3 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 1 5 23 1 0 0 1 0 0 2 0 0 0 0 0 0 3 0 0 0 0 0 3 1 2 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 6 1 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0
0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 3 1
0 0 0 0 2 0 1 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
