0 0.139594197319147	2 0.162796242029143	0 0.147588901841168	0 0.260645405881987	0 0.269948659768157	1 0.542875011666025	0 0.298210626193337	0 0.207512336821475	0 0.272357141569335	0 0.46338013909235	2 0.447578716503926	0 0.535341940715631	0 0.660946147961862	0 0.678529169267783	0 0.523492457914815	0 0.328225364271632	0 0.770129950545028	0 0.57418955593806	0 0.675742834144122	0 0.615240838224486	0 0.503127990353693	0 0.367159459007532	0 0.440274805864698	0 0.488956688463216	0 0.461882323744921	0 0.465230207793117	0 0.585425345853766	0 0.498403100649977	0 0.527143599694609	0 0.473564903930284	0 0.26922803968004	0 0.370155749867492	0 0.596389598572079	0 0.653690741453664	0 0.511662743965749	0 0.243951461896649	0 0.26009927787305	0 0.157511011450583	0 0.229617341106119	1 0.84924637478272	0 0.378290828619811	0 0.226262555559444	0 0.211705106219158	3 0.319297099293023	0 0.271669058201799	0 0.37219334881026	0 0.432775114035395	7 0.518339361425756	0 0.372503396034148
0 0.143165459233076	0 0.167847984788477	0 0.156609655699706	0 0.26849528177911	0 0.282812882791446	2 0.563449342750295	1 0.314335187020534	0 0.207611498034275	0 0.27531042826865	0 0.477198129102899	0 0.457297973611451	0 0.552034061203557	0 0.684786086765228	0 0.700692518249524	0 0.538981606011669	0 0.332718533813974	0 0.787555402401586	0 0.597242151681657	3 0.708496171599451	0 0.668272203362148	1 0.517033368720276	0 0.38072899046108	0 0.444993402555842	0 0.50275272140734	0 0.484073489594436	3 0.483736235416143	0 0.601900217783828	0 0.518644551472746	0 0.539082156036973	1 0.484450355230462	0 0.270847186738063	0 0.374661084816806	3 0.596085231978908	0 0.677863134194286	0 0.52907756740046	0 0.251679201653689	0 0.266127501876286	0 0.16157507170439	0 0.241970489091454	0 0.860898983889219	0 0.386311548391995	0 0.226262555559444	0 0.217067977927881	0 0.332426281771894	0 0.286213091613295	0 0.38502478015883	1 0.442650404227767	0 0.532577695994304	17 0.374709159514745
0 0.147901865397403	0 0.168368226658529	0 0.159567027671999	0 0.272778085440595	0 0.291495078881773	2 0.575278019394797	0 0.317944564509314	0 0.211236715313991	0 0.274819998536444	0 0.482706992782064	0 0.468035253431432	0 0.57017239203359	0 0.702409700799789	0 0.724827958536355	0 0.536467369294689	0 0.333374942155959	0 0.780548608288083	0 0.590383324371705	0 0.708483047321286	0 0.67602728437473	1 0.526503040196037	0 0.383092818783856	0 0.457123931610335	0 0.511772390980035	0 0.487367285708377	0 0.477409537929959	4 0.621669414376899	0 0.513926093039242	0 0.545647175451862	0 0.481243131627761	0 0.285029832618465	2 0.378122729048428	7 0.627097959612221	0 0.691029305526924	0 0.528575928323942	0 0.251536523515898	0 0.271433987797338	0 0.164536543961892	0 0.236550332926955	0 0.895223637699926	0 0.404109777219582	0 0.226262555559444	0 0.210688412137332	0 0.317680860885985	0 0.287838557768212	2 0.379013632511081	0 0.451278304693242	0 0.527698756024612	0 0.386520685806725
0 0.148377255917591	0 0.168808293668848	0 0.161089628442529	0 0.267392756633679	0 0.291846274843773	1 0.59048214587781	0 0.320650516999343	0 0.211863764159638	0 0.27716679004708	1 0.486484141575806	0 0.462727979522327	0 0.575676783155078	0 0.720580368079756	0 0.720776283230348	1 0.550154116523591	4 0.339591572463514	0 0.813122393652964	0 0.591505649007486	1 0.718148619608831	0 0.690960162871515	0 0.537720970218433	0 0.389572485550332	0 0.442466834168142	1 0.524381071321779	1 0.509209710447058	2 0.496337928686649	0 0.637412403856249	0 0.534221387054481	0 0.55750877097986	0 0.494035861360958	0 0.288753238942228	1 0.401716353876399	3 0.638485893292563	1 0.757559921741396	0 0.548144696332359	0 0.285268812584976	0 0.277285665955039	0 0.17037779539336	0 0.245845645156183	1 0.922333438327559	0 0.431513456302387	0 0.226262555559444	0 0.220357796987832	0 0.323329577984322	0 0.296367588671512	0 0.394290866085699	0 0.464381584012879	0 0.541882734911118	0 0.367750383485006
0 0.140013603599628	0 0.176624656368934	0 0.165925159830495	0 0.289020537693956	1 0.300278947620844	1 0.591958536030518	0 0.335800114327045	0 0.210758408287544	1 0.280631130173337	1 0.519832677859434	3 0.496833405021192	0 0.590751384127319	22 0.729617371044592	0 0.740359210475982	0 0.562247201403923	0 0.356853789708233	1 0.816737964027363	0 0.634632822467492	4 0.683237421941793	1 0.686017532193624	2 0.549322233858334	1 0.403455541426703	3 0.470288490654753	0 0.54197356149817	1 0.52459092022666	0 0.526087087937436	0 0.654127759115156	0 0.546586476205347	2 0.575447360296174	0 0.513384197202487	0 0.284133331000128	43 0.413860341129514	3 0.655495397753124	2 0.759361543720437	0 0.577685640484218	3 0.292865654978904	0 0.308989597750895	0 0.187877791721455	0 0.27160170824751	0 0.979280264585448	0 0.436212887272092	0 0.226262555559444	0 0.229145447847826	0 0.347652129132898	0 0.318080005599692	0 0.420358355984865	0 0.473465983014884	0 0.599171433950338	1 0.42255407836627
0 0.0763657998810065	0 0.106056978537268	0 0.119027780395155	0 0.198538247063078	0 0.1865001244376	5 0.393879912125666	0 0.201394717162422	0 0.10694536800476	0 0.16033254534637	0 0.349622020788857	0 0.354331206228102	0 0.416181145124737	1 0.513389680234254	0 0.436105504937969	0 0.43012884291364	0 0.249519359768546	0 0.637889050717595	0 0.475249997613768	0 0.596808818027086	0 0.479150411433254	0 0.370882187316607	0 0.277772430849637	0 0.359345652655771	0 0.425104080125705	0 0.422781519743687	0 0.397329965033741	0 0.488809153024177	0 0.344755942269329	0 0.497011402236955	0 0.438854862982536	0 0.265784617957123	0 0.383928449692091	0 0.566465311074558	0 0.601333499357832	8 0.408427294284281	0 0.242734334796771	0 0.232824694641795	2 0.180850933795656	0 0.243164542616823	0 0.79427927297332	0 0.260575700387761	0 0.226262555559444	0 0.162084835334057	0 0.267158917370656	0 0.250596717180555	0 0.317024758760219	0 0.373126047511831	3 0.408453075621381	0 0.261287527334145
0 0.0557985977437908	0 0.0899463528130437	0 0.102030715171507	0 0.166949910892156	0 0.150432501675371	0 0.315917676679021	0 0.159556127055571	0 0.0819217443040633	0 0.131296143731106	0 0.292279549624771	0 0.298253596052217	0 0.353151753868727	0 0.395995303591636	0 0.369307141810904	0 0.384244535340365	0 0.214310129609538	1 0.535261906748975	0 0.395848114717327	4 0.505511224660421	8 0.390681845831813	0 0.325640372222276	6 0.238329600205322	0 0.319793303915945	0 0.355930820630262	0 0.335686423610338	0 0.325711972205165	0 0.383226754386916	0 0.284369904527046	0 0.458972479518321	0 0.410050944693868	0 0.240679656137431	0 0.341282597616335	0 0.478238882672264	0 0.501432720601565	0 0.347581560097528	2 0.242809515846999	0 0.230621424456752	1 0.175972724485228	0 0.24180549587845	0 0.660333227127053	0 0.294234894251234	0 0.226262555559444	0 0.157274231273212	0 0.260721354769932	0 0.27303689308324	0 0.307399209971898	0 0.328259195744234	0 0.418386050305695	0 0.251358119747858
0 0.138694455138301	0 0.162000371929478	0 0.146618602643521	0 0.254256458155244	0 0.269979121055749	7 0.53670414012646	0 0.277486965228407	0 0.201766819491595	0 0.247813069885899	0 0.440617432707868	0 0.432898303757266	0 0.532678674658277	0 0.643267536952134	0 0.661843737483327	0 0.546083309788822	0 0.317372461181302	0 0.746437599778166	0 0.562736435859664	0 0.686041945112374	1 0.634644739509741	0 0.495220220152849	5 0.355746521904258	0 0.420424354996697	0 0.475794320201278	0 0.454222847932043	0 0.455727434991075	0 0.580550882201479	1 0.486628043149934	0 0.502741839939544	0 0.458533347332563	0 0.262862440713909	0 0.368152394298214	0 0.587122458264795	0 0.681723558616739	0 0.497648044582461	0 0.258466941725613	0 0.252616106114164	0 0.157842253394164	0 0.221895220005324	0 0.822450681879163	0 0.374706209340304	0 0.226262555559444	0 0.207614997841785	4 0.302186296420364	0 0.302419533592319	1 0.371510035698037	0 0.431117663528506	0 0.489853058081805	0 0.367081847535423
0 0.150096536357167	0 0.166603297551619	0 0.149202950189531	0 0.264120252527215	0 0.277177301544711	2 0.546759433439494	0 0.295757325939666	0 0.208064528673145	0 0.234420447124371	0 0.439087100209488	0 0.437858654494557	0 0.516370202048526	1 0.653941533215673	0 0.678515240347227	0 0.538470799490643	0 0.330956713815281	0 0.773906377456932	0 0.586772159349418	0 0.692398119027241	0 0.655256327765878	0 0.508406780942556	2 0.3706858391307	0 0.42805272226492	6 0.497295599744241	0 0.470244570510886	1 0.479147510523285	1 0.585925274109924	2 0.510288985387855	0 0.512578891494301	0 0.476044577147589	0 0.279105598266169	0 0.374647793875059	0 0.587490171373908	0 0.696366047048421	0 0.520684351871136	0 0.263190385639901	0 0.263335168376324	0 0.16642581690648	0 0.235522462931205	10 0.84702662186913	0 0.386757221942537	0 0.226262555559444	0 0.216464844433556	0 0.305076970766608	0 0.305171548898144	0 0.388758010670524	10 0.438750910424544	0 0.494475303858288	0 0.377341468441458
0 0.147739999300038	0 0.16452184438852	1 0.14793104983877	0 0.263797476432914	0 0.277390611571919	4 0.553334696800009	0 0.28513656600958	0 0.216856822874742	0 0.246753494673495	0 0.463448885311308	0 0.454054059284804	9 0.544801052789269	2 0.669506927119008	0 0.690258933906783	0 0.536429871357075	0 0.334972409850792	1 0.775176179412696	0 0.599318969274872	0 0.703158906905281	7 0.642382051340117	0 0.518487957521311	1 0.382689334917206	0 0.433775104306979	0 0.493383675301367	1 0.471359864681127	0 0.486007928654833	0 0.56773731611428	0 0.519821698268134	0 0.537292585058057	0 0.461884063043199	0 0.234881917560108	0 0.343905435201064	0 0.547523627811209	0 0.676643879261197	0 0.539983795514902	0 0.280192969016334	0 0.284680175923658	0 0.168987687925685	0 0.234315426261023	1 0.820970554952811	1 0.410700379221078	0 0.226262555559444	0 0.212654720657031	0 0.3235372054537	0 0.309931675980043	0 0.391026201892229	11 0.437054892536466	0 0.503074345836352	0 0.390730176506959
0 0.144358310292934	0 0.170310619826904	0 0.148300473836975	0 0.26792120726164	0 0.283387191482246	1 0.575523840980413	0 0.304403167735684	0 0.209933037016297	0 0.243423229979613	0 0.463953857537835	1 0.460547591360535	0 0.563557224691625	0 0.695189264590447	0 0.704933821232425	0 0.548734819584923	0 0.341431693479081	0 0.754173520456375	1 0.607518063779219	2 0.723287274627147	0 0.676835022594467	0 0.533236355761117	0 0.398162730679442	0 0.440885673298367	0 0.504275291174775	0 0.480180590067546	0 0.50066178178382	1 0.60721636607955	0 0.532731725396129	1 0.541296019416606	0 0.48031212206534	1 0.251955031362164	86 0.361901894403252	0 0.563153559108506	0 0.719028348963195	0 0.55340980570393	0 0.290728199763828	0 0.298974595723078	0 0.169991674196792	0 0.226899147765808	0 0.825482390135209	0 0.426099551745101	0 0.226262555559444	0 0.212592890724343	0 0.313462620666974	0 0.308117025785804	0 0.402848624575648	0 0.446287747301528	0 0.518829381050709	0 0.4001158177041
0 0.148361215133168	0 0.175522401241754	0 0.157492115711414	0 0.282562211257708	0 0.297417191582765	7 0.580500994013957	0 0.311489826516515	0 0.214357377010931	0 0.246490862089722	0 0.473498957557334	0 0.477521738613845	0 0.587652003627135	22 0.710444675542845	0 0.720409127497988	0 0.56160661163636	0 0.350886617902682	0 0.772529337809497	2 0.622450310687458	10 0.741041725384088	0 0.697988563291741	0 0.536827322787845	0 0.406985307223416	0 0.470520611834287	4 0.53728354151048	0 0.529203252311689	1 0.508817128694285	0 0.651967861414421	0 0.537345189604315	0 0.573506975634859	0 0.510720132429444	3 0.301228432436216	0 0.424080707819134	0 0.656436146011969	23 0.755403541825971	0 0.576718775962818	0 0.300256444132232	0 0.29359373998475	0 0.184997851824381	0 0.270757892747037	0 0.947394393308368	0 0.418953682787063	0 0.226262555559444	1 0.229483545071688	0 0.3354214129334	0 0.317268050257236	0 0.421226138117959	0 0.481152417006494	0 0.548475224253057	0 0.406674716223941
0 0.101901270430126	0 0.108607149162207	1 0.111065061634376	0 0.18705460088584	0 0.179143327854186	8 0.378324179149313	0 0.179551445145294	0 0.112781297028663	0 0.136777394598669	0 0.307031863247521	0 0.332367343352698	1 0.397754328923963	0 0.490086795226263	0 0.411651248070245	0 0.426842773647449	0 0.247191210039003	0 0.561803908477341	0 0.452019229851449	2 0.613185431845128	0 0.468937758719128	0 0.353889318138784	0 0.264384532924763	1 0.354824375473907	0 0.397952060005121	1 0.412509054426249	0 0.382694406353105	0 0.467165194803175	0 0.319042452665103	0 0.463975314691025	0 0.431655098702459	0 0.269618851518722	43 0.386569024063478	8 0.565018840630432	0 0.577254750988695	0 0.393585738941007	0 0.235640419406562	0 0.220828132230505	0 0.178649711579296	0 0.245037772922489	0 0.776591537465439	0 0.255902111281315	0 0.226262555559444	0 0.163853988030658	0 0.252931505433868	0 0.231893745843979	0 0.314384427606482	0 0.368294563243466	0 0.401697996971612	3 0.256459089194539
0 0.082739824309663	0 0.096268570939159	0 0.100289125889121	0 0.17509932045762	0 0.173504129423293	12 0.351766930524167	0 0.180006523973526	0 0.101920227720809	0 0.123663073530956	0 0.285693661848598	0 0.304309235214285	0 0.371281597056022	0 0.438954607496588	0 0.40311722670068	0 0.390685178981823	0 0.225475098869562	0 0.510453880164796	0 0.397069865702841	0 0.538688427692032	0 0.402048512331822	0 0.335441219536344	0 0.24085634686844	0 0.314516764077976	0 0.349947134486551	0 0.342442377790434	7 0.316015119168446	1 0.401853563242492	0 0.284865710591046	0 0.422341539733833	0 0.400743761768688	0 0.251159797322258	0 0.352162297740291	0 0.502463606112402	0 0.514421345714875	0 0.365028866808552	0 0.223963751761095	5 0.216204692075269	0 0.154745239011854	0 0.229910514430909	0 0.652697050380178	0 0.297585501806985	0 0.226262555559444	0 0.146218457984811	0 0.24606271655059	0 0.232031061821012	0 0.310604264591534	0 0.354021764914041	0 0.410696370032982	0 0.264008951729877
0 0.12950746042301	0 0.15917954787716	0 0.149662810212105	0 0.248696836379881	0 0.268371802050887	4 0.535397089618404	0 0.282532794029662	0 0.203292152264959	0 0.240413685960965	0 0.448567412125666	0 0.424094469261465	0 0.517211940709173	0 0.646354450505222	0 0.661121740156143	0 0.515634140122293	0 0.321964791936443	0 0.742395322103438	0 0.539347381348571	0 0.671206905791082	0 0.619482703599231	0 0.496695448844331	0 0.355883273642172	0 0.411549522488568	1 0.478114690534126	0 0.453210148913508	0 0.442292151204411	0 0.574193508245935	0 0.48856662242551	0 0.499806214361914	0 0.464223407612414	0 0.254176274934508	0 0.376115980287751	0 0.579728414937178	0 0.690007660689773	0 0.509958918551614	0 0.262668349064467	0 0.254381759003255	0 0.156372541943428	0 0.239767518307965	3 0.828908410037448	0 0.38319644053564	0 0.226262555559444	0 0.214863182524961	0 0.304194465623409	0 0.2752231127288	0 0.373925996570189	0 0.427333496657684	7 0.484144656031834	0 0.381116399709127
0 0.149691141987191	0 0.168377757571957	0 0.142379460796323	0 0.257905901382321	0 0.277334468826437	1 0.552083014880822	0 0.297877457750225	0 0.210498839230509	0 0.243251204517085	1 0.450365229912355	5 0.437949060949796	8 0.545492005238982	0 0.667878266695332	0 0.690615071726611	0 0.532620902225	0 0.335746393103309	0 0.75512721800301	0 0.549637610840495	0 0.701554886703453	0 0.662092334921579	0 0.514469684936559	0 0.37269920061804	0 0.426399655657828	0 0.493030317543061	0 0.482610198863305	0 0.475183978517545	0 0.599767730214132	0 0.514051727155006	0 0.504546833257504	0 0.477091004550864	0 0.269599732199914	0 0.398340474693581	0 0.601652259125748	0 0.702967059033975	2 0.51417736596913	0 0.262266682558566	0 0.256608608748741	0 0.163944796092595	0 0.249239758070975	0 0.85461653775709	0 0.382648088970491	0 0.226262555559444	0 0.213364717931967	0 0.317913623621669	0 0.284176203642133	1 0.37980348580828	0 0.44671660377115	0 0.540033693208602	0 0.386941634876748
0 0.152857009531142	0 0.166491782899721	0 0.14460975479682	0 0.262199658620766	2 0.282924439155846	4 0.56362323562137	0 0.299316806232374	0 0.213068281244532	0 0.247663586836057	0 0.461090265035423	0 0.444191356512429	1 0.564812612490779	0 0.69433722811912	0 0.718092816215863	0 0.543860619580817	0 0.340826536230648	0 0.775145443923661	1 0.551575380485547	0 0.69645095749242	0 0.673863562504062	0 0.530071794327174	0 0.388536746757998	0 0.445419772745832	4 0.504535320732798	0 0.489199912186648	0 0.480617959951597	0 0.617659454450626	0 0.52343165997665	0 0.554849577612854	0 0.502324406055972	0 0.274926892909779	0 0.400877795471249	3 0.617004164770938	0 0.714295741511995	0 0.512972969819993	0 0.303059427302594	1 0.267118141835532	1 0.171810758741603	0 0.238879850435042	0 0.880349164129306	0 0.421369097426914	0 0.226262555559444	1 0.221603066068654	1 0.325089758952146	0 0.321706583915662	0 0.422564814490759	0 0.467594908159095	0 0.548843313617751	0 0.394868698888228
0 0.16498762780813	0 0.169850586509789	0 0.145845103519306	0 0.265001307281041	0 0.284305161827211	0 0.568873389382939	0 0.305595443365028	0 0.220470374129423	0 0.253324817135058	0 0.469605421701806	0 0.454887157132284	0 0.571169306900242	0 0.685129817860018	1 0.7132231801325	19 0.548256720880351	1 0.339798838841641	0 0.796869826005723	0 0.560174815385154	0 0.676450185031007	0 0.672006997948446	0 0.540070457762754	0 0.394696461857768	0 0.45025388186983	0 0.523183308251379	0 0.498318766710255	0 0.481238645510861	0 0.598660273684947	0 0.530632738276318	0 0.549043128209344	0 0.479216859739381	0 0.267898598910393	44 0.391276839148847	0 0.562752309492543	0 0.69738188076536	7 0.531559514226718	0 0.292056489340639	0 0.269753496891004	0 0.174919546091632	0 0.23687271274154	0 0.824636603320151	0 0.432437669602293	0 0.226262555559444	0 0.229475378854163	0 0.330797639463163	0 0.294157654662327	0 0.400155474087814	0 0.448157381047013	6 0.556966154740277	0 0.387309762777862
0 0.11969565078176	0 0.154342015776288	0 0.142256759211577	0 0.25715050133027	1 0.272200688684345	0 0.538685009421256	0 0.282695885604449	0 0.186574738389389	0 0.221147027784841	0 0.438384638844864	0 0.439627348273623	1 0.545679987600682	0 0.679045152516612	0 0.648302398923615	1 0.527591190817838	0 0.325898575578343	0 0.758845987829644	0 0.543408695855061	1 0.716853420284107	0 0.672271150086745	2 0.513375648459506	0 0.374749342489867	0 0.437523939655541	0 0.509345867556232	2 0.50642851006831	0 0.471369718604871	0 0.633352715489783	0 0.501910311599529	0 0.54781966061634	0 0.488355790431526	5 0.291773743141802	0 0.431497252107093	2 0.655141450553553	8 0.740227176394187	0 0.517717075560844	0 0.281511269216642	0 0.262258811059509	0 0.183377414242217	0 0.251913886671717	3 0.934291113988731	0 0.398329365770233	0 0.226262555559444	0 0.206995531912411	0 0.313902735349556	0 0.286736701703628	0 0.382037165039256	1 0.45444715828147	0 0.527174732662431	0 0.365769743775203
0 0.0568631225282609	0 0.0847770650101155	0 0.102168755718435	0 0.165724191720753	2 0.154253529944742	0 0.310370644668307	0 0.15217017230719	0 0.0778444685542295	0 0.107342304506585	0 0.250719335436551	0 0.288788074989209	0 0.34098156199922	0 0.414530950797706	0 0.347338396388199	0 0.364462454564999	0 0.212846043467609	1 0.499304749777224	0 0.357608873178642	0 0.522987687290102	0 0.402554109523976	0 0.325225157729107	0 0.239735680278325	3 0.320758087471856	0 0.343390521416059	1 0.359473183520361	0 0.316016709990041	1 0.415078947699819	0 0.273486624902297	0 0.441201015634281	3 0.403118988722732	0 0.262291129543431	1 0.386557749740431	0 0.533217956345734	0 0.530261474507791	0 0.336922502595691	1 0.211015795063672	1 0.190298811185781	0 0.1662560642498	0 0.227621800172718	0 0.722882616456095	0 0.239712809385227	0 0.226262555559444	0 0.142715150666713	0 0.231806695076215	0 0.205065582504073	0 0.271568933273887	0 0.322238183415493	0 0.347561509116999	0 0.224339281709876
0 0.0537307948062856	0 0.0751898828810489	0 0.0888424053343733	0 0.139595302056367	0 0.125897068716776	0 0.25924177943798	0 0.118102150215071	0 0.0630995850783762	1 0.0861168469067534	1 0.215869168862379	0 0.231739916341638	0 0.307342516816487	0 0.338447635380054	0 0.288415248272456	19 0.326582454631662	2 0.187516186609736	0 0.439858724436823	0 0.302261458953091	0 0.440304170367404	0 0.317402959503894	0 0.310375024406055	0 0.228306280363882	0 0.282187049156741	0 0.287026428458715	0 0.288960016290013	0 0.257435500138401	0 0.330563603142796	3 0.222469034299577	0 0.424296383325085	1 0.385239095183098	0 0.2345784870721	0 0.348354385963317	0 0.46332019079018	8 0.448897366200414	0 0.297396786989425	0 0.226514053354972	0 0.203884828001127	0 0.166783743560771	0 0.214972913331872	0 0.583347766936648	0 0.254699959244177	0 0.226262555559444	0 0.146744576107138	0 0.241642126349717	0 0.22663947303123	0 0.270641330004628	0 0.283645140258027	0 0.363081905495198	0 0.222382630066457
0 0.0658722103617634	0 0.0756367799248848	0 0.0877680894217485	0 0.134526767694443	0 0.13054395434177	0 0.244830916020049	0 0.122714749971391	0 0.0707427758139969	0 0.0906117736746236	1 0.214021770469291	1 0.232345110409447	0 0.272619817230807	0 0.315719302105051	0 0.285564849488834	0 0.30673062981536	0 0.162331377329802	0 0.436242256675883	0 0.285212786100112	0 0.4226280054597	1 0.297314446522009	0 0.285965479915939	0 0.190452100892027	0 0.241479062401568	1 0.245921318077506	0 0.241738068042621	0 0.218481847134771	0 0.296583864098928	0 0.205218616822229	0 0.343557956164263	0 0.312262466632783	0 0.186344010338691	0 0.284251631785252	0 0.400526371049592	0 0.403564359515782	0 0.2623307551418	0 0.174844617884763	0 0.146154104381402	0 0.123849102753626	0 0.164294455425063	0 0.554269765162916	0 0.233099824670933	0 0.226262555559444	0 0.123298218597977	0 0.198145213124389	0 0.171490176978814	0 0.225610351847315	0 0.266168072620413	0 0.315000591634127	0 0.203145354783265
0 0.138353348012668	0 0.164075007288212	0 0.149348035858028	0 0.262616894454643	0 0.27721003122606	0 0.540298669607427	1 0.299221778913271	0 0.213718662140249	0 0.246179668451568	0 0.45157203853788	5 0.440448933203411	0 0.528356379829038	0 0.655128967906765	0 0.678748779928215	0 0.530716435596042	11 0.323788700001388	0 0.772937199992462	0 0.537677177755223	0 0.700308566362183	0 0.656573263470509	0 0.550067473561681	0 0.369253510501367	0 0.422215684387359	0 0.500491755360863	0 0.471855714602364	2 0.459852061077817	1 0.592639982578736	0 0.502721324686117	2 0.515274715446206	0 0.467932897023997	0 0.283692290442544	0 0.393364889478882	0 0.591808554208448	0 0.702316094837006	0 0.490058330125176	0 0.268740821106691	0 0.263801490917999	0 0.162091595166347	0 0.231926304659304	0 0.852785555127801	0 0.391576966451559	0 0.226262555559444	0 0.218744969026704	1 0.319271190084545	0 0.28543146793593	8 0.386453727683866	0 0.445851406442688	0 0.509793836339001	0 0.376329764825898
0 0.127375494347811	7 0.165744745295553	0 0.148031024960294	2 0.265451031506398	5 0.280582808686263	0 0.561001553768709	0 0.309914185596009	0 0.214001563247355	0 0.250586509408649	0 0.466424346660934	3 0.448779230667812	0 0.538694508917849	4 0.683589485911608	0 0.716613586252756	11 0.529610871402073	1 0.331682201923339	0 0.789142654846291	0 0.550324607146607	0 0.696653980068392	0 0.669418806965617	0 0.610329998660418	0 0.374812047374431	0 0.435515682054154	7 0.516195359255241	0 0.475025691768771	0 0.476786651734155	3 0.617025298641834	0 0.520579989895428	0 0.526358411398484	10 0.485248078022375	1 0.27012907808589	43 0.41219693854338	0 0.601133587652679	0 0.718576006097442	0 0.512387218702971	0 0.275430384971518	0 0.279473045649156	1 0.168718526036624	0 0.243654689901146	0 0.859933911968175	0 0.406599172993198	0 0.226262555559444	0 0.228390438525881	0 0.321407878122259	0 0.283393024494764	0 0.38901405561583	0 0.463352261002601	0 0.515858502782347	0 0.390079795611241
0 0.131999044400384	0 0.154831818492821	0 0.156281539650454	0 0.266094165325958	0 0.288376604564527	10 0.570850413123112	0 0.312523318866975	0 0.217367211470036	0 0.2461405872677	2 0.541248772984153	0 0.457318252963057	0 0.537421886240701	0 0.694820951514333	0 0.704594858393899	0 0.537755923424212	0 0.330133342666153	0 0.792309980643372	1 0.559708466034368	0 0.719681947613363	0 0.67142473830606	0 0.550643493233826	0 0.37763954305019	1 0.442487225702586	1 0.521157949216019	0 0.485440800755958	0 0.486633360165191	0 0.621282661683188	1 0.529561034399518	0 0.555837892330556	0 0.491324677142757	0 0.267164125417546	0 0.410259831542598	0 0.606088848446669	1 0.743445638267673	0 0.51844293563854	0 0.277002077969824	0 0.270010732743032	0 0.173003068164584	0 0.253480387846961	10 0.886832557542668	0 0.420527016645152	0 0.226262555559444	0 0.218386238756868	0 0.321257191965553	0 0.281529960296628	2 0.394615327406993	1 0.473941891529299	1 0.533246921419322	0 0.383842684948624
0 0.131979296694237	0 0.154150510564318	0 0.165706847084371	0 0.280065575906769	0 0.295346082354359	0 0.578375546115797	0 0.326359602816515	0 0.206896954000863	0 0.241403889452747	0 0.506184659843709	0 0.481638853899733	0 0.558888538451184	0 0.707143607101609	0 0.703590284015861	0 0.571456335174877	0 0.341802284207702	0 0.822639850962043	0 0.589235467049312	0 0.728738183288808	0 0.69213380764058	0 0.531848345026106	0 0.393769691504177	0 0.455936694315146	0 0.551187265345567	0 0.524178897433368	0 0.509316487593182	0 0.629129338283745	0 0.532811592798293	0 0.603351126032896	22 0.504857182687728	0 0.284243890947947	0 0.437266041276821	0 0.644428773084147	8 0.749692016939068	0 0.539579673117978	0 0.305664295689844	0 0.300211349486889	0 0.192549493111212	0 0.267890146281476	3 0.9315536812142	0 0.411916428197735	0 0.226262555559444	0 0.22721975291359	0 0.332213811573697	0 0.309593166820269	0 0.42044791703123	13 0.476879202199435	0 0.538660373679448	1 0.386043350949031
0 0.0731911828182783	0 0.0939199179699712	0 0.128737711092557	0 0.200904859323646	0 0.19492153625995	0 0.39640296346201	0 0.203971901322586	0 0.11244298230264	0 0.142088393471692	0 0.341054991975441	0 0.358303966050746	1 0.407969023797554	0 0.5118181000045	0 0.43697203135309	0 0.447377039630232	0 0.369149780095428	1 0.640652552571147	0 0.453869124335091	0 0.60417128559084	2 0.495239011854348	1 0.366946555644358	4 0.271722641461616	0 0.368044375614897	0 0.439126009359808	0 0.43024247302762	0 0.387710563885791	0 0.478812211583869	0 0.349461388597986	0 0.508425786581738	0 0.433547215003342	0 0.276963804113744	3 0.411404013404263	1 0.575140867252301	0 0.583396329868524	0 0.394058610109777	0 0.24933223012357	1 0.229307971394907	0 0.180204116551367	0 0.253945611304631	0 0.776439295838729	0 0.253369626970836	7 0.226262555559444	0 0.163829489378084	0 0.253550638048241	0 0.254271320632921	0 0.329467139723982	9 0.373815704025168	0 0.40581476352134	0 0.25864452455115
0 0.0553261237298615	0 0.0868276669681679	0 0.101880665445576	0 0.165347856129693	0 0.153182686063378	0 0.3208885668151	0 0.156877263115431	0 0.083683314084392	0 0.112060628332108	0 0.284064376459295	1 0.306690071999851	0 0.338915687368287	2 0.409801263325727	0 0.365725024012568	0 0.381584012879292	11 0.332355720435376	0 0.530440473209871	0 0.373889686067266	0 0.520437817780487	8 0.410427426491543	0 0.429220971224961	0 0.23467663384794	0 0.313357817403376	0 0.368076207421495	0 0.350718638231551	0 0.324121548314843	0 0.389851647048301	0 0.29305234365956	0 0.461008132357598	0 0.403136049554002	0 0.241617474927768	0 0.358918749052135	0 0.487831881110946	0 0.5066902024614	0 0.349537792088102	0 0.232066348500365	0 0.21359325237112	0 0.16420824632423	0 0.245547997927599	4 0.645353138056039	0 0.288141165015477	0 0.226262555559444	2 0.167698526581038	0 0.245163877097871	0 0.227363762598691	0 0.291838619014843	2 0.325497581274566	0 0.388167400792956	0 0.249248837610228
